membrane_orthogroup	soluble_orthogroup	tmd_index	modal_tmd_count	membrane_target_relative_position	soluble_alignment_column	soluble_median_relative_position	absolute_relative_difference	species_total
orthogroup_174	orthogroup_833	1	6	0.11564626	23	0.11564626	0.00000000	9
orthogroup_174	orthogroup_833	2	6	0.22448980	39	0.22448980	0.00000000	9
orthogroup_174	orthogroup_833	3	6	0.44217687	71	0.44217687	0.00000000	9
orthogroup_174	orthogroup_833	4	6	0.67346939	105	0.67346939	0.00000000	9
orthogroup_174	orthogroup_833	5	6	0.85714286	132	0.85714286	0.00000000	9
orthogroup_174	orthogroup_833	6	6	0.97959184	150	0.97959184	0.00000000	9
orthogroup_1742	orthogroup_1423	1	4	0.05122494	24	0.05122494	0.00000000	9
orthogroup_1742	orthogroup_1423	2	4	0.26280624	119	0.26280624	0.00000000	9
orthogroup_1742	orthogroup_1423	3	4	0.89086860	401	0.89086860	0.00000000	9
orthogroup_1742	orthogroup_1423	4	4	0.98440980	443	0.98440980	0.00000000	9
orthogroup_1769	orthogroup_544	1	12	0.06987952	31	0.06987952	0.00000000	9
orthogroup_1769	orthogroup_544	2	12	0.13975904	60	0.13975904	0.00000000	9
orthogroup_1769	orthogroup_544	3	12	0.24220624	103	0.24337349	0.00116726	9
orthogroup_1769	orthogroup_544	4	12	0.33012048	139	0.33012048	0.00000000	9
orthogroup_1769	orthogroup_544	5	12	0.40000000	168	0.40000000	0.00000000	9
orthogroup_1769	orthogroup_544	6	12	0.46746988	196	0.46746988	0.00000000	9
orthogroup_1769	orthogroup_544	7	12	0.57108434	239	0.57108434	0.00000000	9
orthogroup_1769	orthogroup_544	8	12	0.65783133	275	0.65783133	0.00000000	9
orthogroup_1769	orthogroup_544	9	12	0.75662651	316	0.75662651	0.00000000	9
orthogroup_1769	orthogroup_544	10	12	0.84578313	353	0.84578313	0.00000000	9
orthogroup_1769	orthogroup_544	11	12	0.91807229	383	0.91807229	0.00000000	9
orthogroup_1769	orthogroup_544	12	12	0.98795181	412	0.98795181	0.00000000	9
orthogroup_1773	orthogroup_602	1	6	0.17647059	35	0.17847892	0.00200833	8
orthogroup_1773	orthogroup_602	2	6	0.29411765	57	0.29396528	0.00015237	8
orthogroup_1773	orthogroup_602	3	6	0.44385027	86	0.44619730	0.00234703	8
orthogroup_1773	orthogroup_602	4	6	0.62566845	120	0.62467622	0.00099223	8
orthogroup_1773	orthogroup_602	5	6	0.75935829	146	0.76116010	0.00180181	8
orthogroup_1773	orthogroup_602	6	6	0.89839572	172	0.89764398	0.00075174	8
orthogroup_178	orthogroup_1641	1	12	0.06329114	47	0.06313131	0.00015983	10
orthogroup_178	orthogroup_1641	2	12	0.17215190	91	0.17171717	0.00043473	10
orthogroup_178	orthogroup_1641	3	12	0.23544304	116	0.23484848	0.00059455	10
orthogroup_178	orthogroup_1641	4	12	0.30126582	142	0.30050505	0.00076077	10
orthogroup_178	orthogroup_1641	5	12	0.39847972	181	0.39898990	0.00051017	10
orthogroup_178	orthogroup_1641	6	12	0.46075949	205	0.45959596	0.00116353	10
orthogroup_178	orthogroup_1641	7	12	0.59848866	260	0.59848485	0.00000382	10
orthogroup_178	orthogroup_1641	8	12	0.68513854	294	0.68434343	0.00079510	10
orthogroup_178	orthogroup_1641	9	12	0.75696203	323	0.75757576	0.00061373	10
orthogroup_178	orthogroup_1641	10	12	0.82025316	348	0.82070707	0.00045391	10
orthogroup_178	orthogroup_1641	11	12	0.91519411	386	0.91414141	0.00105269	10
orthogroup_178	orthogroup_1641	12	12	0.98232950	416	0.98989899	0.00756949	10
orthogroup_1783	orthogroup_1776	1	6	0.11229947	25	0.11351351	0.00121405	8
orthogroup_1783	orthogroup_1776	2	6	0.29946524	59	0.29729730	0.00216794	8
orthogroup_1783	orthogroup_1776	3	6	0.46809835	91	0.47027027	0.00217192	8
orthogroup_1783	orthogroup_1776	4	6	0.67914439	130	0.68108108	0.00193670	8
orthogroup_1783	orthogroup_1776	5	6	0.81818182	155	0.81621622	0.00196560	8
orthogroup_1783	orthogroup_1776	6	6	0.97326203	186	0.97297297	0.00028906	8
orthogroup_1819	orthogroup_1807	1	13	0.04990020	27	0.04965248	0.00024772	8
orthogroup_1819	orthogroup_1807	2	13	0.12774451	66	0.12711035	0.00063416	8
orthogroup_1819	orthogroup_1807	3	13	0.18063872	93	0.18073503	0.00009631	8
orthogroup_1819	orthogroup_1807	4	13	0.29341317	145	0.28401220	0.00940098	8
orthogroup_1819	orthogroup_1807	5	13	0.36726547	188	0.36742837	0.00016290	8
orthogroup_1819	orthogroup_1807	6	13	0.40918164	209	0.40913645	0.00004519	8
orthogroup_1819	orthogroup_1807	7	13	0.50698603	258	0.50644154	0.00054449	8
orthogroup_1819	orthogroup_1807	8	13	0.58283433	297	0.58374587	0.00091154	8
orthogroup_1819	orthogroup_1807	9	13	0.69261477	355	0.69276481	0.00015004	8
orthogroup_1819	orthogroup_1807	10	13	0.77944112	399	0.77997996	0.00053884	8
orthogroup_1819	orthogroup_1807	11	13	0.82834331	423	0.82755186	0.00079145	8
orthogroup_1819	orthogroup_1807	12	13	0.89021956	455	0.89098106	0.00076150	8
orthogroup_1819	orthogroup_1807	13	13	0.94011976	480	0.94023881	0.00011905	8
orthogroup_1826	orthogroup_1828	1	12	0.07726269	69	0.07795100	0.00068831	8
orthogroup_1826	orthogroup_1828	2	12	0.14348786	98	0.14253898	0.00094888	8
orthogroup_1826	orthogroup_1828	3	12	0.21192053	129	0.21158129	0.00033924	8
orthogroup_1826	orthogroup_1828	4	12	0.26710817	154	0.26726058	0.00015241	8
orthogroup_1826	orthogroup_1828	5	12	0.34657837	190	0.34743875	0.00086039	8
orthogroup_1826	orthogroup_1828	6	12	0.40838852	217	0.40757238	0.00081614	8
orthogroup_1826	orthogroup_1828	7	12	0.51655629	266	0.51670379	0.00014749	8
orthogroup_1826	orthogroup_1828	8	12	0.59381898	301	0.59465479	0.00083580	8
orthogroup_1826	orthogroup_1828	9	12	0.65562914	328	0.65478842	0.00084072	8
orthogroup_1826	orthogroup_1828	10	12	0.71081678	353	0.71046771	0.00034907	8
orthogroup_1826	orthogroup_1828	11	12	0.79470199	391	0.79510022	0.00039824	8
orthogroup_1826	orthogroup_1828	12	12	0.84768212	415	0.84855234	0.00087022	8
orthogroup_1830	orthogroup_1825	1	15	0.05147642	40	0.05222734	0.00075092	9
orthogroup_1830	orthogroup_1825	2	15	0.11933535	84	0.11981567	0.00048032	9
orthogroup_1830	orthogroup_1825	3	15	0.19033233	131	0.19047619	0.00014386	9
orthogroup_1830	orthogroup_1825	4	15	0.24471299	166	0.24423963	0.00047336	9
orthogroup_1830	orthogroup_1825	5	15	0.31419940	212	0.31490015	0.00070076	9
orthogroup_1830	orthogroup_1825	6	15	0.38066465	256	0.38095238	0.00028773	9
orthogroup_1830	orthogroup_1825	7	15	0.44561934	298	0.44546851	0.00015083	9
orthogroup_1830	orthogroup_1825	8	15	0.50604230	338	0.50537634	0.00066595	9
orthogroup_1830	orthogroup_1825	9	15	0.54833837	366	0.54838710	0.00004873	9
orthogroup_1830	orthogroup_1825	10	15	0.60725076	404	0.60675883	0.00049192	9
orthogroup_1830	orthogroup_1825	11	15	0.65709970	437	0.65745008	0.00035038	9
orthogroup_1830	orthogroup_1825	12	15	0.71752266	482	0.71735791	0.00016475	9
orthogroup_1830	orthogroup_1825	13	15	0.77945619	524	0.77880184	0.00065435	9
orthogroup_1830	orthogroup_1825	14	15	0.91691843	616	0.91705069	0.00013226	9
orthogroup_1830	orthogroup_1825	15	15	0.95015106	638	0.95084485	0.00069380	9
orthogroup_188	orthogroup_735	1	7	0.18807339	42	0.18636364	0.00170976	8
orthogroup_188	orthogroup_735	2	7	0.33486239	75	0.33636364	0.00150125	8
orthogroup_188	orthogroup_735	3	7	0.48165138	107	0.48181818	0.00016681	8
orthogroup_188	orthogroup_735	4	7	0.60550459	134	0.60454545	0.00095913	8
orthogroup_188	orthogroup_735	5	7	0.71330275	158	0.71363636	0.00033361	8
orthogroup_188	orthogroup_735	6	7	0.84862385	188	0.85000000	0.00137615	8
orthogroup_188	orthogroup_735	7	7	0.96788991	214	0.96818182	0.00029191	8
orthogroup_195	orthogroup_186	1	12	0.10933941	53	0.11011236	0.00077295	8
orthogroup_195	orthogroup_186	2	12	0.18906606	88	0.18876404	0.00030201	8
orthogroup_195	orthogroup_186	3	12	0.25512528	118	0.25617978	0.00105449	8
orthogroup_195	orthogroup_186	4	12	0.32346241	148	0.32359551	0.00013309	8
orthogroup_195	orthogroup_186	5	12	0.41685649	193	0.41797753	0.00112104	8
orthogroup_195	orthogroup_186	6	12	0.48405467	222	0.48314607	0.00090860	8
orthogroup_195	orthogroup_186	7	12	0.61731207	282	0.61797753	0.00066546	8
orthogroup_195	orthogroup_186	8	12	0.69703872	317	0.69662921	0.00040951	8
orthogroup_195	orthogroup_186	9	12	0.76309795	347	0.76404494	0.00094699	8
orthogroup_195	orthogroup_186	10	12	0.82687927	375	0.82696629	0.00008702	8
orthogroup_195	orthogroup_186	11	12	0.92027335	417	0.92134831	0.00107497	8
orthogroup_195	orthogroup_186	12	12	0.97949886	443	0.97977528	0.00027642	8
orthogroup_2	orthogroup_1558	1	3	0.46115288	185	0.46115288	0.00000000	9
orthogroup_2	orthogroup_1558	2	3	0.58646617	235	0.58646617	0.00000000	9
orthogroup_2	orthogroup_1558	3	3	0.97493734	390	0.97493734	0.00000000	9
orthogroup_203	orthogroup_1333	1	13	0.09671533	54	0.09671533	0.00000000	10
orthogroup_203	orthogroup_1333	2	13	0.16788321	93	0.16788321	0.00000000	10
orthogroup_203	orthogroup_1333	3	13	0.21532847	119	0.21532847	0.00000000	10
orthogroup_203	orthogroup_1333	4	13	0.30818182	170	0.30839416	0.00021234	10
orthogroup_203	orthogroup_1333	5	13	0.36131387	200	0.36131387	0.00000000	10
orthogroup_203	orthogroup_1333	6	13	0.40510949	224	0.40510949	0.00000000	10
orthogroup_203	orthogroup_1333	7	13	0.50547445	279	0.50547445	0.00000000	10
orthogroup_203	orthogroup_1333	8	13	0.57846715	319	0.57846715	0.00000000	10
orthogroup_203	orthogroup_1333	9	13	0.68978102	380	0.68978102	0.00000000	10
orthogroup_203	orthogroup_1333	10	13	0.77007299	430	0.77007299	0.00000000	10
orthogroup_203	orthogroup_1333	11	13	0.81569343	459	0.82299270	0.00729927	10
orthogroup_203	orthogroup_1333	12	13	0.87705039	489	0.87773723	0.00068683	10
orthogroup_203	orthogroup_1333	13	13	0.93430657	520	0.93430657	0.00000000	10
orthogroup_204	orthogroup_1222	1	8	0.33863786	202	0.33892559	0.00028773	8
orthogroup_204	orthogroup_1222	2	8	0.40796431	241	0.40776985	0.00019446	8
orthogroup_204	orthogroup_1222	3	8	0.46772726	275	0.46778792	0.00006066	8
orthogroup_204	orthogroup_1222	4	8	0.55437631	324	0.55428456	0.00009175	8
orthogroup_204	orthogroup_1222	5	8	0.61517824	358	0.61430263	0.00087561	8
orthogroup_204	orthogroup_1222	6	8	0.66931893	389	0.66902499	0.00029394	8
orthogroup_204	orthogroup_1222	7	8	0.71744943	416	0.71668640	0.00076303	8
orthogroup_204	orthogroup_1222	8	8	0.76127636	441	0.76081734	0.00045902	8
orthogroup_210	orthogroup_1591	1	6	0.12500000	25	0.12500000	0.00000000	9
orthogroup_210	orthogroup_1591	2	6	0.30208333	59	0.30208333	0.00000000	9
orthogroup_210	orthogroup_1591	3	6	0.47395833	92	0.47395833	0.00000000	9
orthogroup_210	orthogroup_1591	4	6	0.63020833	122	0.63020833	0.00000000	9
orthogroup_210	orthogroup_1591	5	6	0.79687500	154	0.79687500	0.00000000	9
orthogroup_210	orthogroup_1591	6	6	0.96875000	187	0.96875000	0.00000000	9
orthogroup_22	orthogroup_269	1	6	0.27227475	83	0.27333333	0.00105859	8
orthogroup_22	orthogroup_269	2	6	0.36092715	109	0.36000000	0.00092715	8
orthogroup_22	orthogroup_269	3	6	0.53947368	163	0.54000000	0.00052632	8
orthogroup_22	orthogroup_269	4	6	0.64026011	193	0.63000000	0.01026011	8
orthogroup_22	orthogroup_269	5	6	0.82450331	286	0.82333333	0.00116998	8
orthogroup_22	orthogroup_269	6	6	0.97228551	331	0.97333333	0.00104782	8
orthogroup_23	orthogroup_1015	1	6	0.07713499	56	0.07774855	0.00061356	8
orthogroup_23	orthogroup_1015	2	6	0.42424242	207	0.42360991	0.00063251	8
orthogroup_23	orthogroup_1015	3	6	0.52892562	246	0.52816831	0.00075731	8
orthogroup_23	orthogroup_1015	4	6	0.67493113	305	0.67543505	0.00050392	8
orthogroup_23	orthogroup_1015	5	6	0.83746556	376	0.83957219	0.00210663	8
orthogroup_23	orthogroup_1015	6	6	0.95592287	388	0.86363636	0.09228650	8
orthogroup_231	orthogroup_1606	1	4	0.16000000	36	0.16000000	0.00000000	8
orthogroup_231	orthogroup_1606	2	4	0.34285714	68	0.34285714	0.00000000	8
orthogroup_231	orthogroup_1606	3	4	0.59428571	112	0.59311987	0.00116585	8
orthogroup_231	orthogroup_1606	4	4	0.92000000	169	0.91977011	0.00022989	8
orthogroup_233	orthogroup_1422	1	12	0.07142857	28	0.07142857	0.00000000	9
orthogroup_233	orthogroup_1422	2	12	0.15608466	60	0.15608466	0.00000000	9
orthogroup_233	orthogroup_1422	3	12	0.23280423	89	0.23280423	0.00000000	9
orthogroup_233	orthogroup_1422	4	12	0.30158730	115	0.30158730	0.00000000	9
orthogroup_233	orthogroup_1422	5	12	0.39682540	183	0.39682540	0.00000000	9
orthogroup_233	orthogroup_1422	6	12	0.46296296	208	0.46296296	0.00000000	9
orthogroup_233	orthogroup_1422	7	12	0.59788360	259	0.59788360	0.00000000	9
orthogroup_233	orthogroup_1422	8	12	0.67724868	289	0.67724868	0.00000000	9
orthogroup_233	orthogroup_1422	9	12	0.75396825	318	0.75396825	0.00000000	9
orthogroup_233	orthogroup_1422	10	12	0.82275132	344	0.82275132	0.00000000	9
orthogroup_233	orthogroup_1422	11	12	0.92328042	382	0.92328042	0.00000000	9
orthogroup_233	orthogroup_1422	12	12	0.97883598	403	0.97883598	0.00000000	9
orthogroup_244	orthogroup_1088	1	12	0.07611549	31	0.07611549	0.00000000	9
orthogroup_244	orthogroup_1088	2	12	0.16797900	66	0.16797900	0.00000000	9
orthogroup_244	orthogroup_1088	3	12	0.23359580	91	0.23359580	0.00000000	9
orthogroup_244	orthogroup_1088	4	12	0.30026110	116	0.29921260	0.00104850	9
orthogroup_244	orthogroup_1088	5	12	0.39107612	151	0.39107612	0.00000000	9
orthogroup_244	orthogroup_1088	6	12	0.46456693	179	0.46456693	0.00000000	9
orthogroup_244	orthogroup_1088	7	12	0.58530184	225	0.58530184	0.00000000	9
orthogroup_244	orthogroup_1088	8	12	0.66666667	256	0.66666667	0.00000000	9
orthogroup_244	orthogroup_1088	9	12	0.74160207	285	0.74278215	0.00118009	9
orthogroup_244	orthogroup_1088	10	12	0.80577428	309	0.80577428	0.00000000	9
orthogroup_244	orthogroup_1088	11	12	0.90288714	346	0.90288714	0.00000000	9
orthogroup_244	orthogroup_1088	12	12	0.96587927	370	0.96587927	0.00000000	9
orthogroup_25	orthogroup_219	1	5	0.10382514	20	0.10382514	0.00000000	9
orthogroup_25	orthogroup_219	2	5	0.24590164	46	0.24590164	0.00000000	9
orthogroup_25	orthogroup_219	3	5	0.39344262	74	0.39344262	0.00000000	9
orthogroup_25	orthogroup_219	4	5	0.60655738	113	0.60655738	0.00000000	9
orthogroup_25	orthogroup_219	5	5	0.84699454	157	0.84699454	0.00000000	9
orthogroup_272	orthogroup_197	1	3	0.19209040	35	0.19318182	0.00109142	9
orthogroup_272	orthogroup_197	2	3	0.56497175	100	0.56250000	0.00247175	9
orthogroup_272	orthogroup_197	3	3	0.96610169	171	0.96590909	0.00019260	9
orthogroup_277	orthogroup_401	1	14	0.06808511	33	0.06823028	0.00014517	8
orthogroup_277	orthogroup_401	2	14	0.14468085	69	0.14498934	0.00030849	8
orthogroup_277	orthogroup_401	3	14	0.19787234	95	0.19829424	0.00042190	8
orthogroup_277	orthogroup_401	4	14	0.24893617	119	0.24946695	0.00053078	8
orthogroup_277	orthogroup_401	5	14	0.33404255	159	0.33475480	0.00071224	8
orthogroup_277	orthogroup_401	6	14	0.38723404	184	0.38805970	0.00082566	8
orthogroup_277	orthogroup_401	7	14	0.45319149	215	0.45415778	0.00096629	8
orthogroup_277	orthogroup_401	8	14	0.51914894	245	0.51812367	0.00102527	8
orthogroup_277	orthogroup_401	9	14	0.60063966	285	0.60127932	0.00063966	8
orthogroup_277	orthogroup_401	10	14	0.68085106	322	0.68017058	0.00068049	8
orthogroup_277	orthogroup_401	11	14	0.74014880	350	0.73987207	0.00027673	8
orthogroup_277	orthogroup_401	12	14	0.78297872	370	0.78251599	0.00046273	8
orthogroup_277	orthogroup_401	13	14	0.87659574	414	0.87633262	0.00026312	8
orthogroup_277	orthogroup_401	14	14	0.95744681	452	0.95735608	0.00009073	8
orthogroup_279	orthogroup_1032	1	10	0.05804749	23	0.05714286	0.00090464	9
orthogroup_279	orthogroup_1032	2	10	0.19531250	76	0.19480519	0.00050731	9
orthogroup_279	orthogroup_1032	3	10	0.26562500	103	0.26493506	0.00068994	9
orthogroup_279	orthogroup_1032	4	10	0.30729167	119	0.30649351	0.00079816	9
orthogroup_279	orthogroup_1032	5	10	0.39322917	152	0.39220779	0.00102137	9
orthogroup_279	orthogroup_1032	6	10	0.55989583	217	0.56103896	0.00114313	9
orthogroup_279	orthogroup_1032	7	10	0.65104167	252	0.65194805	0.00090639	9
orthogroup_279	orthogroup_1032	8	10	0.74739583	289	0.74805195	0.00065611	9
orthogroup_279	orthogroup_1032	9	10	0.83854167	325	0.83896104	0.00041937	9
orthogroup_279	orthogroup_1032	10	10	0.92187500	357	0.92207792	0.00020292	9
orthogroup_283	orthogroup_708	1	10	0.29831933	145	0.29813665	0.00018268	8
orthogroup_283	orthogroup_708	2	10	0.37815126	184	0.37888199	0.00073073	8
orthogroup_283	orthogroup_708	3	10	0.42647059	207	0.42650104	0.00003045	8
orthogroup_283	orthogroup_708	4	10	0.51162791	248	0.51138716	0.00024074	8
orthogroup_283	orthogroup_708	5	10	0.58736842	285	0.58799172	0.00062330	8
orthogroup_283	orthogroup_708	6	10	0.65336134	317	0.65424431	0.00088296	8
orthogroup_283	orthogroup_708	7	10	0.67647059	328	0.67701863	0.00054805	8
orthogroup_283	orthogroup_708	8	10	0.75000000	363	0.74948240	0.00051760	8
orthogroup_283	orthogroup_708	9	10	0.86764706	420	0.86749482	0.00015223	8
orthogroup_283	orthogroup_708	10	10	0.98308668	476	0.98343685	0.00035017	8
orthogroup_284	orthogroup_369	1	10	0.09631728	65	0.09631728	0.00000000	9
orthogroup_284	orthogroup_369	2	10	0.14488636	82	0.14447592	0.00041044	9
orthogroup_284	orthogroup_369	3	10	0.24715909	118	0.24645892	0.00070017	9
orthogroup_284	orthogroup_369	4	10	0.49717514	209	0.49858357	0.00140843	9
orthogroup_284	orthogroup_369	5	10	0.66005666	266	0.66005666	0.00000000	9
orthogroup_284	orthogroup_369	6	10	0.71306818	286	0.71388102	0.00081284	9
orthogroup_284	orthogroup_369	7	10	0.76203966	303	0.76190476	0.00013490	9
orthogroup_284	orthogroup_369	8	10	0.82386364	325	0.82352941	0.00033422	9
orthogroup_284	orthogroup_369	9	10	0.91218130	357	0.91191710	0.00026420	9
orthogroup_284	orthogroup_369	10	10	0.96056338	376	0.96113990	0.00057652	9
orthogroup_300	orthogroup_1108	1	10	0.06363636	22	0.06422018	0.00058382	8
orthogroup_300	orthogroup_1108	2	10	0.19090909	63	0.18960245	0.00130664	8
orthogroup_300	orthogroup_1108	3	10	0.28787879	95	0.28746177	0.00041701	8
orthogroup_300	orthogroup_1108	4	10	0.40303030	133	0.40366972	0.00063942	8
orthogroup_300	orthogroup_1108	5	10	0.48181818	159	0.48318043	0.00136225	8
orthogroup_300	orthogroup_1108	6	10	0.58181818	191	0.58103976	0.00077843	8
orthogroup_300	orthogroup_1108	7	10	0.66060606	217	0.66055046	0.00005560	8
orthogroup_300	orthogroup_1108	8	10	0.76782721	252	0.76758410	0.00024311	8
orthogroup_300	orthogroup_1108	9	10	0.85454545	280	0.85321101	0.00133445	8
orthogroup_300	orthogroup_1108	10	10	0.96969697	318	0.96941896	0.00027801	8
orthogroup_303	orthogroup_1255	1	11	0.05567929	38	0.05580357	0.00012428	9
orthogroup_303	orthogroup_1255	2	11	0.12694878	70	0.12723214	0.00028337	9
orthogroup_303	orthogroup_1255	3	11	0.19376392	100	0.19419643	0.00043251	9
orthogroup_303	orthogroup_1255	4	11	0.29175947	144	0.29241071	0.00065125	9
orthogroup_303	orthogroup_1255	5	11	0.38530067	186	0.38616071	0.00086005	9
orthogroup_303	orthogroup_1255	6	11	0.44295302	211	0.44196429	0.00098873	9
orthogroup_303	orthogroup_1255	7	11	0.48098434	228	0.47991071	0.00107363	9
orthogroup_303	orthogroup_1255	8	11	0.54565702	257	0.54464286	0.00101416	9
orthogroup_303	orthogroup_1255	9	11	0.81514477	378	0.81473214	0.00041262	9
orthogroup_303	orthogroup_1255	10	11	0.88418708	409	0.88392857	0.00025851	9
orthogroup_303	orthogroup_1255	11	11	0.95121951	439	0.95089286	0.00032666	9
orthogroup_322	orthogroup_1065	1	6	0.15693431	45	0.15602837	0.00090594	8
orthogroup_322	orthogroup_1065	2	6	0.37591241	111	0.37588652	0.00002588	8
orthogroup_322	orthogroup_1065	3	6	0.50000000	146	0.50000000	0.00000000	8
orthogroup_322	orthogroup_1065	4	6	0.58759124	175	0.58865248	0.00106124	8
orthogroup_322	orthogroup_1065	5	6	0.79927007	234	0.79787234	0.00139773	8
orthogroup_322	orthogroup_1065	6	6	0.94525547	276	0.94680851	0.00155304	8
orthogroup_329	orthogroup_1588	1	12	0.04788732	37	0.04735376	0.00053356	9
orthogroup_329	orthogroup_1588	2	12	0.07323944	56	0.07381616	0.00057672	9
orthogroup_329	orthogroup_1588	3	12	0.11624650	86	0.11559889	0.00064761	9
orthogroup_329	orthogroup_1588	4	12	0.14705882	109	0.14763231	0.00057349	9
orthogroup_329	orthogroup_1588	5	12	0.17980636	132	0.17966574	0.00014062	9
orthogroup_329	orthogroup_1588	6	12	0.22535211	167	0.22562674	0.00027463	9
orthogroup_329	orthogroup_1588	7	12	0.57361111	417	0.57381616	0.00020504	9
orthogroup_329	orthogroup_1588	8	12	0.59497207	432	0.59470752	0.00026455	9
orthogroup_329	orthogroup_1588	9	12	0.63966480	464	0.63927577	0.00038904	9
orthogroup_329	orthogroup_1588	10	12	0.66805556	485	0.66852368	0.00046812	9
orthogroup_329	orthogroup_1588	11	12	0.69861111	507	0.69916435	0.00055323	9
orthogroup_329	orthogroup_1588	12	12	0.73888889	536	0.73955432	0.00066543	9
orthogroup_33	orthogroup_777	1	3	0.41509434	44	0.41747573	0.00238139	8
orthogroup_33	orthogroup_777	2	3	0.69811321	73	0.69902913	0.00091592	8
orthogroup_33	orthogroup_777	3	3	0.97196262	101	0.97087379	0.00108883	8
orthogroup_331	orthogroup_409	1	5	0.23711340	49	0.23906952	0.00195612	8
orthogroup_331	orthogroup_409	2	5	0.45876289	92	0.45876289	0.00000000	8
orthogroup_331	orthogroup_409	3	5	0.64432990	128	0.64432990	0.00000000	8
orthogroup_331	orthogroup_409	4	5	0.75515464	149	0.75257732	0.00257732	8
orthogroup_331	orthogroup_409	5	5	0.94329897	189	0.94329897	0.00000000	8
orthogroup_334	orthogroup_868	1	10	0.04301075	30	0.04259259	0.00041816	9
orthogroup_334	orthogroup_868	2	10	0.14695341	86	0.14629630	0.00065711	9
orthogroup_334	orthogroup_868	3	10	0.27060932	153	0.27037037	0.00023895	9
orthogroup_334	orthogroup_868	4	10	0.33870968	191	0.33888889	0.00017921	9
orthogroup_334	orthogroup_868	5	10	0.48207885	272	0.48237477	0.00029592	9
orthogroup_334	orthogroup_868	6	10	0.54121864	304	0.54174397	0.00052533	9
orthogroup_334	orthogroup_868	7	10	0.62365591	348	0.62337662	0.00027929	9
orthogroup_334	orthogroup_868	8	10	0.77956989	434	0.77922078	0.00034911	9
orthogroup_334	orthogroup_868	9	10	0.90143369	506	0.90166976	0.00023607	9
orthogroup_334	orthogroup_868	10	10	0.97670251	508	0.90538033	0.07132218	9
orthogroup_335	orthogroup_1533	1	5	0.18834081	45	0.19196429	0.00362348	9
orthogroup_335	orthogroup_1533	2	5	0.34977578	80	0.34821429	0.00156150	9
orthogroup_335	orthogroup_1533	3	5	0.51569507	131	0.51569507	0.00000000	9
orthogroup_335	orthogroup_1533	4	5	0.75784753	191	0.75892857	0.00108104	9
orthogroup_335	orthogroup_1533	5	5	0.96412556	237	0.96412556	0.00000000	9
orthogroup_338	orthogroup_282	1	5	0.21481481	79	0.21561338	0.00079857	10
orthogroup_338	orthogroup_282	2	5	0.47777778	164	0.47955390	0.00177613	10
orthogroup_338	orthogroup_282	3	5	0.61111111	204	0.60594796	0.00516316	10
orthogroup_338	orthogroup_282	4	5	0.83703704	269	0.83643123	0.00060581	10
orthogroup_338	orthogroup_282	5	5	0.94814815	299	0.94795539	0.00019276	10
orthogroup_346	orthogroup_1277	1	5	0.08205128	17	0.08205128	0.00000000	9
orthogroup_346	orthogroup_1277	2	5	0.22564103	45	0.22564103	0.00000000	9
orthogroup_346	orthogroup_1277	3	5	0.46666667	92	0.46666667	0.00000000	9
orthogroup_346	orthogroup_1277	4	5	0.60824742	120	0.61025641	0.00200899	9
orthogroup_346	orthogroup_1277	5	5	0.82989691	163	0.83076923	0.00087232	9
orthogroup_352	orthogroup_459	1	3	0.21917808	38	0.21768707	0.00149101	10
orthogroup_352	orthogroup_459	2	3	0.58904110	98	0.59183673	0.00279564	10
orthogroup_352	orthogroup_459	3	3	0.80136986	129	0.80272109	0.00135123	10
orthogroup_354	orthogroup_1367	1	11	0.07766990	33	0.07785888	0.00018898	9
orthogroup_354	orthogroup_1367	2	11	0.16301703	69	0.16545012	0.00243309	9
orthogroup_354	orthogroup_1367	3	11	0.28710462	120	0.28710462	0.00000000	9
orthogroup_354	orthogroup_1367	4	11	0.35036496	146	0.35036496	0.00000000	9
orthogroup_354	orthogroup_1367	5	11	0.41849148	175	0.41849148	0.00000000	9
orthogroup_354	orthogroup_1367	6	11	0.51581509	214	0.51463415	0.00118094	9
orthogroup_354	orthogroup_1367	7	11	0.62287105	262	0.62195122	0.00091983	9
orthogroup_354	orthogroup_1367	8	11	0.74695864	313	0.74634146	0.00061717	9
orthogroup_354	orthogroup_1367	9	11	0.82725061	343	0.81951220	0.00773841	9
orthogroup_354	orthogroup_1367	10	11	0.88807786	371	0.88780488	0.00027298	9
orthogroup_354	orthogroup_1367	11	11	0.98540146	398	0.95365854	0.03174292	9
orthogroup_36	orthogroup_481	1	5	0.20183486	61	0.20180995	0.00002491	8
orthogroup_36	orthogroup_481	2	5	0.27522936	77	0.27356461	0.00166475	8
orthogroup_36	orthogroup_481	3	5	0.40825688	107	0.40810458	0.00015231	8
orthogroup_36	orthogroup_481	4	5	0.79816514	193	0.79590703	0.00225810	8
orthogroup_36	orthogroup_481	5	5	0.96788991	231	0.96824352	0.00035361	8
orthogroup_371	orthogroup_1507	1	4	0.24000000	31	0.24000000	0.00000000	9
orthogroup_371	orthogroup_1507	2	4	0.44000000	56	0.44000000	0.00000000	9
orthogroup_371	orthogroup_1507	3	4	0.76000000	96	0.76000000	0.00000000	9
orthogroup_371	orthogroup_1507	4	4	0.96800000	122	0.96800000	0.00000000	9
orthogroup_378	orthogroup_599	1	12	0.09829060	62	0.09777778	0.00051282	8
orthogroup_378	orthogroup_599	2	12	0.14941319	85	0.14888889	0.00052430	8
orthogroup_378	orthogroup_599	3	12	0.26680927	153	0.26888889	0.00207962	8
