membrane_orthogroup	soluble_orthogroup	tmd_index	modal_tmd_count	membrane_target_relative_position	soluble_alignment_column	soluble_median_relative_position	absolute_relative_difference	species_total
orthogroup_174	orthogroup_833	1	6	0.03401361	11	0.03401361	0.00000000	9
orthogroup_174	orthogroup_833	2	6	0.15646259	29	0.15646259	0.00000000	9
orthogroup_174	orthogroup_833	3	6	0.34013605	56	0.34013605	0.00000000	9
orthogroup_174	orthogroup_833	4	6	0.57823129	91	0.57823129	0.00000000	9
orthogroup_174	orthogroup_833	5	6	0.75510204	117	0.75510204	0.00000000	9
orthogroup_174	orthogroup_833	6	6	0.87755102	135	0.87755102	0.00000000	9
orthogroup_1742	orthogroup_1423	1	4	0.00890869	5	0.00890869	0.00000000	9
orthogroup_1742	orthogroup_1423	2	4	0.21826281	99	0.21826281	0.00000000	9
orthogroup_1742	orthogroup_1423	3	4	0.84632517	381	0.84632517	0.00000000	9
orthogroup_1742	orthogroup_1423	4	4	0.94654788	426	0.94654788	0.00000000	9
orthogroup_1769	orthogroup_544	1	12	0.02650602	12	0.02650602	0.00000000	9
orthogroup_1769	orthogroup_544	2	12	0.09352518	41	0.09397590	0.00045072	9
orthogroup_1769	orthogroup_544	3	12	0.20240964	86	0.20240964	0.00000000	9
orthogroup_1769	orthogroup_544	4	12	0.28192771	119	0.28192771	0.00000000	9
orthogroup_1769	orthogroup_544	5	12	0.34939759	147	0.34939759	0.00000000	9
orthogroup_1769	orthogroup_544	6	12	0.41686747	175	0.41686747	0.00000000	9
orthogroup_1769	orthogroup_544	7	12	0.52997602	222	0.53012048	0.00014446	9
orthogroup_1769	orthogroup_544	8	12	0.62110312	260	0.62168675	0.00058363	9
orthogroup_1769	orthogroup_544	9	12	0.71807229	300	0.71807229	0.00000000	9
orthogroup_1769	orthogroup_544	10	12	0.80000000	334	0.80000000	0.00000000	9
orthogroup_1769	orthogroup_544	11	12	0.86987952	363	0.86987952	0.00000000	9
orthogroup_1769	orthogroup_544	12	12	0.93493976	390	0.93493976	0.00000000	9
orthogroup_1773	orthogroup_602	1	6	0.06951872	14	0.06824194	0.00127678	8
orthogroup_1773	orthogroup_602	2	6	0.18716578	37	0.18897768	0.00181190	8
orthogroup_1773	orthogroup_602	3	6	0.33689840	65	0.33596032	0.00093808	8
orthogroup_1773	orthogroup_602	4	6	0.51871658	100	0.51968862	0.00097204	8
orthogroup_1773	orthogroup_602	5	6	0.65240642	125	0.65092312	0.00148330	8
orthogroup_1773	orthogroup_602	6	6	0.79144385	152	0.79265638	0.00121253	8
orthogroup_178	orthogroup_1641	1	12	0.02146159	30	0.02020202	0.00125957	10
orthogroup_178	orthogroup_1641	2	12	0.12151899	70	0.12121212	0.00030687	10
orthogroup_178	orthogroup_1641	3	12	0.18987342	98	0.18939394	0.00047948	10
orthogroup_178	orthogroup_1641	4	12	0.25063291	122	0.25000000	0.00063291	10
orthogroup_178	orthogroup_1641	5	12	0.33924051	157	0.33838384	0.00085667	10
orthogroup_178	orthogroup_1641	6	12	0.41518987	187	0.41414141	0.00104846	10
orthogroup_178	orthogroup_1641	7	12	0.54040749	237	0.54040404	0.00000345	10
orthogroup_178	orthogroup_1641	8	12	0.63131716	273	0.63131313	0.00000403	10
orthogroup_178	orthogroup_1641	9	12	0.70580939	303	0.70707071	0.00126131	10
orthogroup_178	orthogroup_1641	10	12	0.77020693	328	0.77020202	0.00000491	10
orthogroup_178	orthogroup_1641	11	12	0.85985078	364	0.86111111	0.00126033	10
orthogroup_178	orthogroup_1641	12	12	0.93182412	393	0.93181818	0.00000594	10
orthogroup_1783	orthogroup_1776	1	6	0.01863170	5	0.02162162	0.00298993	8
orthogroup_1783	orthogroup_1776	2	6	0.21333485	43	0.21081081	0.00252404	8
orthogroup_1783	orthogroup_1776	3	6	0.37433155	73	0.37297297	0.00135858	8
orthogroup_1783	orthogroup_1776	4	6	0.57219251	110	0.57297297	0.00078046	8
orthogroup_1783	orthogroup_1776	5	6	0.71122995	136	0.71351351	0.00228357	8
orthogroup_1783	orthogroup_1776	6	6	0.89304813	169	0.89189189	0.00115624	8
orthogroup_1819	orthogroup_1807	1	13	0.00998004	6	0.00993050	0.00004954	8
orthogroup_1819	orthogroup_1807	2	13	0.10978044	57	0.10923546	0.00054498	8
orthogroup_1819	orthogroup_1807	3	13	0.14970060	77	0.14895745	0.00074315	8
orthogroup_1819	orthogroup_1807	4	13	0.25349301	130	0.25422071	0.00072769	8
orthogroup_1819	orthogroup_1807	5	13	0.32335329	166	0.32373418	0.00038089	8
orthogroup_1819	orthogroup_1807	6	13	0.37325349	191	0.37338666	0.00013317	8
orthogroup_1819	orthogroup_1807	7	13	0.46706587	238	0.46673333	0.00033254	8
orthogroup_1819	orthogroup_1807	8	13	0.54291417	276	0.54212046	0.00079371	8
orthogroup_1819	orthogroup_1807	9	13	0.64870259	333	0.64915724	0.00045464	8
orthogroup_1819	orthogroup_1807	10	13	0.73952096	379	0.74033671	0.00081575	8
orthogroup_1819	orthogroup_1807	11	13	0.79740519	408	0.79781942	0.00041424	8
orthogroup_1819	orthogroup_1807	12	13	0.85828343	439	0.85926646	0.00098303	8
orthogroup_1819	orthogroup_1807	13	13	0.90019960	460	0.90089187	0.00069227	8
orthogroup_1826	orthogroup_1828	1	12	0.03973510	52	0.04008909	0.00035399	8
orthogroup_1826	orthogroup_1828	2	12	0.10596026	82	0.10690423	0.00094397	8
orthogroup_1826	orthogroup_1828	3	12	0.17218543	111	0.17149220	0.00069323	8
orthogroup_1826	orthogroup_1828	4	12	0.22295806	134	0.22271715	0.00024091	8
orthogroup_1826	orthogroup_1828	5	12	0.30242826	170	0.30289532	0.00046707	8
orthogroup_1826	orthogroup_1828	6	12	0.36423841	198	0.36525612	0.00101771	8
orthogroup_1826	orthogroup_1828	7	12	0.48123620	250	0.48106904	0.00016716	8
orthogroup_1826	orthogroup_1828	8	12	0.54966887	281	0.55011136	0.00044248	8
orthogroup_1826	orthogroup_1828	9	12	0.61589404	311	0.61692650	0.00103246	8
orthogroup_1826	orthogroup_1828	10	12	0.66666667	333	0.66592428	0.00074239	8
orthogroup_1826	orthogroup_1828	11	12	0.75717439	374	0.75723831	0.00006391	8
orthogroup_1826	orthogroup_1828	12	12	0.81236203	399	0.81291759	0.00055556	8
orthogroup_1830	orthogroup_1825	1	15	0.02119617	20	0.02150538	0.00030920	9
orthogroup_1830	orthogroup_1825	2	15	0.08912387	64	0.08909370	0.00003017	9
orthogroup_1830	orthogroup_1825	3	15	0.15256798	106	0.15207373	0.00049424	9
orthogroup_1830	orthogroup_1825	4	15	0.21450151	147	0.21505376	0.00055225	9
orthogroup_1830	orthogroup_1825	5	15	0.28398792	192	0.28417819	0.00019027	9
orthogroup_1830	orthogroup_1825	6	15	0.35045317	236	0.35023041	0.00022276	9
orthogroup_1830	orthogroup_1825	7	15	0.41540785	278	0.41474654	0.00066131	9
orthogroup_1830	orthogroup_1825	8	15	0.47583082	319	0.47619048	0.00035966	9
orthogroup_1830	orthogroup_1825	9	15	0.51812689	346	0.51766513	0.00046176	9
orthogroup_1830	orthogroup_1825	10	15	0.57703927	385	0.57757296	0.00053369	9
orthogroup_1830	orthogroup_1825	11	15	0.62386707	415	0.62365591	0.00021116	9
orthogroup_1830	orthogroup_1825	12	15	0.68731118	456	0.68663594	0.00067523	9
orthogroup_1830	orthogroup_1825	13	15	0.74320242	499	0.74347158	0.00026917	9
orthogroup_1830	orthogroup_1825	14	15	0.88972810	598	0.88940092	0.00032718	9
orthogroup_1830	orthogroup_1825	15	15	0.91993958	618	0.92012289	0.00018331	9
orthogroup_188	orthogroup_735	1	7	0.07339450	17	0.07272727	0.00066722	8
orthogroup_188	orthogroup_735	2	7	0.22935780	51	0.22727273	0.00208507	8
orthogroup_188	orthogroup_735	3	7	0.38990826	85	0.38181818	0.00809008	8
orthogroup_188	orthogroup_735	4	7	0.50458716	112	0.50454545	0.00004170	8
orthogroup_188	orthogroup_735	5	7	0.63302752	140	0.63181818	0.00120934	8
orthogroup_188	orthogroup_735	6	7	0.76605505	170	0.76818182	0.00212677	8
orthogroup_188	orthogroup_735	7	7	0.88990826	197	0.89090909	0.00100083	8
orthogroup_195	orthogroup_186	1	12	0.06378132	32	0.06292135	0.00085997	8
orthogroup_195	orthogroup_186	2	12	0.14756903	70	0.14831461	0.00074557	8
orthogroup_195	orthogroup_186	3	12	0.21412301	99	0.21348315	0.00063986	8
orthogroup_195	orthogroup_186	4	12	0.27790433	128	0.27865169	0.00074736	8
orthogroup_195	orthogroup_186	5	12	0.37357631	170	0.37303371	0.00054260	8
orthogroup_195	orthogroup_186	6	12	0.45330296	209	0.45393258	0.00062962	8
orthogroup_195	orthogroup_186	7	12	0.57175399	261	0.57078652	0.00096747	8
orthogroup_195	orthogroup_186	8	12	0.65831435	300	0.65842697	0.00011262	8
orthogroup_195	orthogroup_186	9	12	0.72665148	330	0.72584270	0.00080878	8
orthogroup_195	orthogroup_186	10	12	0.79043280	359	0.79101124	0.00057843	8
orthogroup_195	orthogroup_186	11	12	0.87471526	396	0.87415730	0.00055796	8
orthogroup_195	orthogroup_186	12	12	0.93394077	423	0.93483146	0.00089069	8
orthogroup_2	orthogroup_1558	1	3	0.41604010	167	0.41604010	0.00000000	9
orthogroup_2	orthogroup_1558	2	3	0.53266332	214	0.53383459	0.00117127	9
orthogroup_2	orthogroup_1558	3	3	0.91206030	365	0.91228070	0.00022040	9
orthogroup_203	orthogroup_1333	1	13	0.06386861	36	0.06386861	0.00000000	10
orthogroup_203	orthogroup_1333	2	13	0.13868613	77	0.13868613	0.00000000	10
orthogroup_203	orthogroup_1333	3	13	0.18795620	104	0.18795620	0.00000000	10
orthogroup_203	orthogroup_1333	4	13	0.27737226	153	0.27737226	0.00000000	10
orthogroup_203	orthogroup_1333	5	13	0.33394161	185	0.33394161	0.00000000	10
orthogroup_203	orthogroup_1333	6	13	0.37408759	207	0.37408759	0.00000000	10
orthogroup_203	orthogroup_1333	7	13	0.47905441	265	0.47992701	0.00087259	10
orthogroup_203	orthogroup_1333	8	13	0.54197080	299	0.54197080	0.00000000	10
orthogroup_203	orthogroup_1333	9	13	0.64845056	357	0.64781022	0.00064035	10
orthogroup_203	orthogroup_1333	10	13	0.74087591	408	0.74087591	0.00000000	10
orthogroup_203	orthogroup_1333	11	13	0.77919708	435	0.77919708	0.00000000	10
orthogroup_203	orthogroup_1333	12	13	0.84306569	470	0.84306569	0.00000000	10
orthogroup_203	orthogroup_1333	13	13	0.90710352	505	0.90693431	0.00016921	10
orthogroup_204	orthogroup_1222	1	8	0.29796585	179	0.29832513	0.00035928	8
orthogroup_204	orthogroup_1222	2	8	0.37056738	220	0.37069986	0.00013249	8
orthogroup_204	orthogroup_1222	3	8	0.43236030	255	0.43248317	0.00012287	8
orthogroup_204	orthogroup_1222	4	8	0.51724100	303	0.51721457	0.00002643	8
orthogroup_204	orthogroup_1222	5	8	0.57987349	338	0.57899788	0.00087561	8
orthogroup_204	orthogroup_1222	6	8	0.64222480	374	0.64254643	0.00032163	8
orthogroup_204	orthogroup_1222	7	8	0.68782972	400	0.68844260	0.00061289	8
orthogroup_204	orthogroup_1222	8	8	0.73651615	427	0.73610401	0.00041214	8
orthogroup_210	orthogroup_1591	1	6	0.02083333	5	0.02083333	0.00000000	9
orthogroup_210	orthogroup_1591	2	6	0.19270833	38	0.19270833	0.00000000	9
orthogroup_210	orthogroup_1591	3	6	0.38541667	75	0.38541667	0.00000000	9
orthogroup_210	orthogroup_1591	4	6	0.52604167	102	0.52604167	0.00000000	9
orthogroup_210	orthogroup_1591	5	6	0.69270833	134	0.69270833	0.00000000	9
orthogroup_210	orthogroup_1591	6	6	0.87500000	169	0.87500000	0.00000000	9
orthogroup_22	orthogroup_269	1	6	0.21631155	66	0.21666667	0.00035512	8
orthogroup_22	orthogroup_269	2	6	0.28854955	88	0.29000000	0.00145045	8
orthogroup_22	orthogroup_269	3	6	0.48675497	147	0.48666667	0.00008830	8
orthogroup_22	orthogroup_269	4	6	0.57095242	172	0.57000000	0.00095242	8
orthogroup_22	orthogroup_269	5	6	0.75577292	258	0.75666667	0.00089375	8
orthogroup_22	orthogroup_269	6	6	0.90205170	310	0.90333333	0.00128163	8
orthogroup_23	orthogroup_1015	1	6	0.02203857	9	0.02139037	0.00064819	8
orthogroup_23	orthogroup_1015	2	6	0.37465565	189	0.37535219	0.00069655	8
orthogroup_23	orthogroup_1015	3	6	0.47382920	226	0.47454862	0.00071942	8
orthogroup_23	orthogroup_1015	4	6	0.61707989	283	0.61794355	0.00086366	8
orthogroup_23	orthogroup_1015	5	6	0.77685950	376	0.83957219	0.06271269	8
orthogroup_23	orthogroup_1015	6	6	0.90633609	388	0.86363636	0.04269972	8
orthogroup_231	orthogroup_1606	1	4	0.04571429	16	0.04571429	0.00000000	8
orthogroup_231	orthogroup_1606	2	4	0.22857143	48	0.22857143	0.00000000	8
orthogroup_231	orthogroup_1606	3	4	0.48000000	92	0.47947368	0.00052632	8
orthogroup_231	orthogroup_1606	4	4	0.80571429	149	0.80515599	0.00055829	8
orthogroup_233	orthogroup_1422	1	12	0.01851852	8	0.01851852	0.00000000	9
orthogroup_233	orthogroup_1422	2	12	0.10582011	41	0.10582011	0.00000000	9
orthogroup_233	orthogroup_1422	3	12	0.17989418	69	0.17989418	0.00000000	9
orthogroup_233	orthogroup_1422	4	12	0.24867725	95	0.24867725	0.00000000	9
orthogroup_233	orthogroup_1422	5	12	0.35185185	166	0.35185185	0.00000000	9
orthogroup_233	orthogroup_1422	6	12	0.41534392	190	0.41534392	0.00000000	9
orthogroup_233	orthogroup_1422	7	12	0.54497354	239	0.54497354	0.00000000	9
orthogroup_233	orthogroup_1422	8	12	0.62698413	270	0.62698413	0.00000000	9
orthogroup_233	orthogroup_1422	9	12	0.70899471	301	0.70899471	0.00000000	9
orthogroup_233	orthogroup_1422	10	12	0.76984127	324	0.76984127	0.00000000	9
orthogroup_233	orthogroup_1422	11	12	0.85978836	358	0.85978836	0.00000000	9
orthogroup_233	orthogroup_1422	12	12	0.93915344	388	0.93915344	0.00000000	9
orthogroup_244	orthogroup_1088	1	12	0.02099738	10	0.02099738	0.00000000	9
orthogroup_244	orthogroup_1088	2	12	0.11548556	46	0.11548556	0.00000000	9
orthogroup_244	orthogroup_1088	3	12	0.18897638	74	0.18897638	0.00000000	9
orthogroup_244	orthogroup_1088	4	12	0.24804178	97	0.24934383	0.00130206	9
orthogroup_244	orthogroup_1088	5	12	0.34464752	133	0.34383202	0.00081550	9
orthogroup_244	orthogroup_1088	6	12	0.41732283	161	0.41732283	0.00000000	9
orthogroup_244	orthogroup_1088	7	12	0.53280840	205	0.53280840	0.00000000	9
orthogroup_244	orthogroup_1088	8	12	0.61942257	238	0.61942257	0.00000000	9
orthogroup_244	orthogroup_1088	9	12	0.69553806	267	0.69553806	0.00000000	9
orthogroup_244	orthogroup_1088	10	12	0.75710594	290	0.75590551	0.00120043	9
orthogroup_244	orthogroup_1088	11	12	0.85039370	326	0.85039370	0.00000000	9
orthogroup_244	orthogroup_1088	12	12	0.92125984	353	0.92125984	0.00000000	9
orthogroup_25	orthogroup_219	1	5	0.01092896	3	0.01092896	0.00000000	9
orthogroup_25	orthogroup_219	2	5	0.13661202	26	0.13661202	0.00000000	9
orthogroup_25	orthogroup_219	3	5	0.28415301	53	0.28415301	0.00000000	9
orthogroup_25	orthogroup_219	4	5	0.49726776	93	0.49726776	0.00000000	9
orthogroup_25	orthogroup_219	5	5	0.73770492	137	0.73770492	0.00000000	9
orthogroup_272	orthogroup_197	1	3	0.07909605	15	0.07954545	0.00044941	9
orthogroup_272	orthogroup_197	2	3	0.48022599	86	0.48295455	0.00272856	9
orthogroup_272	orthogroup_197	3	3	0.86440678	153	0.86363636	0.00077042	9
orthogroup_277	orthogroup_401	1	14	0.02340426	12	0.02345416	0.00004990	8
orthogroup_277	orthogroup_401	2	14	0.10212766	49	0.10234542	0.00021776	8
orthogroup_277	orthogroup_401	3	14	0.15957447	76	0.15991471	0.00034024	8
orthogroup_277	orthogroup_401	4	14	0.20638298	99	0.20682303	0.00044005	8
orthogroup_277	orthogroup_401	5	14	0.29148936	139	0.29211087	0.00062151	8
orthogroup_277	orthogroup_401	6	14	0.34893617	166	0.34968017	0.00074400	8
orthogroup_277	orthogroup_401	7	14	0.41702128	198	0.41791045	0.00088917	8
orthogroup_277	orthogroup_401	8	14	0.47659574	226	0.47761194	0.00101620	8
orthogroup_277	orthogroup_401	9	14	0.55804110	265	0.55863539	0.00059429	8
orthogroup_277	orthogroup_401	10	14	0.63404255	300	0.63326226	0.00078029	8
orthogroup_277	orthogroup_401	11	14	0.69755024	330	0.69722814	0.00032210	8
orthogroup_277	orthogroup_401	12	14	0.75106383	355	0.75053305	0.00053078	8
orthogroup_277	orthogroup_401	13	14	0.83191489	393	0.83155650	0.00035839	8
orthogroup_277	orthogroup_401	14	14	0.91489362	432	0.91471215	0.00018146	8
orthogroup_279	orthogroup_1032	1	10	0.03125000	13	0.03116883	0.00008117	9
orthogroup_279	orthogroup_1032	2	10	0.15625000	61	0.15584416	0.00040584	9
orthogroup_279	orthogroup_1032	3	10	0.22656250	88	0.22597403	0.00058847	9
orthogroup_279	orthogroup_1032	4	10	0.27604167	107	0.27532468	0.00071699	9
orthogroup_279	orthogroup_1032	5	10	0.34635417	134	0.34545455	0.00089962	9
orthogroup_279	orthogroup_1032	6	10	0.50260417	195	0.50389610	0.00129194	9
orthogroup_279	orthogroup_1032	7	10	0.60677083	235	0.60779221	0.00102137	9
orthogroup_279	orthogroup_1032	8	10	0.69531250	269	0.69610390	0.00079140	9
orthogroup_279	orthogroup_1032	9	10	0.79687500	309	0.79740260	0.00052760	9
orthogroup_279	orthogroup_1032	10	10	0.86979167	337	0.87012987	0.00033820	9
orthogroup_283	orthogroup_708	1	10	0.25630252	125	0.25672878	0.00042626	8
orthogroup_283	orthogroup_708	2	10	0.34734513	169	0.34782609	0.00048095	8
orthogroup_283	orthogroup_708	3	10	0.40336134	196	0.40372671	0.00036536	8
orthogroup_283	orthogroup_708	4	10	0.48414376	235	0.48447205	0.00032829	8
orthogroup_283	orthogroup_708	5	10	0.54203540	263	0.54244306	0.00040767	8
orthogroup_283	orthogroup_708	6	10	0.63368421	307	0.63354037	0.00014384	8
orthogroup_283	orthogroup_708	7	10	0.65756303	319	0.65838509	0.00082207	8
orthogroup_283	orthogroup_708	8	10	0.70798319	343	0.70807453	0.00009134	8
orthogroup_283	orthogroup_708	9	10	0.83193277	403	0.83229814	0.00036536	8
orthogroup_283	orthogroup_708	10	10	0.94026549	455	0.93995859	0.00030689	8
orthogroup_284	orthogroup_369	1	10	0.04815864	48	0.04815864	0.00000000	9
orthogroup_284	orthogroup_369	2	10	0.10249307	67	0.10198300	0.00051007	9
orthogroup_284	orthogroup_369	3	10	0.18980170	96	0.18413598	0.00566572	9
orthogroup_284	orthogroup_369	4	10	0.44034091	186	0.43909348	0.00124742	9
orthogroup_284	orthogroup_369	5	10	0.60664820	247	0.60623229	0.00041590	9
orthogroup_284	orthogroup_369	6	10	0.67897727	273	0.67988669	0.00090941	9
orthogroup_284	orthogroup_369	7	10	0.71875000	288	0.71954674	0.00079674	9
orthogroup_284	orthogroup_369	8	10	0.78470255	311	0.78431373	0.00038882	9
orthogroup_284	orthogroup_369	9	10	0.87500000	343	0.87394958	0.00105042	9
orthogroup_284	orthogroup_369	10	10	0.91784703	359	0.91709845	0.00074858	9
orthogroup_300	orthogroup_1108	1	10	0.03636364	13	0.03669725	0.00033361	8
orthogroup_300	orthogroup_1108	2	10	0.15454545	52	0.15596330	0.00141785	8
orthogroup_300	orthogroup_1108	3	10	0.23636364	78	0.23547401	0.00088963	8
orthogroup_300	orthogroup_1108	4	10	0.34848485	115	0.34862385	0.00013900	8
orthogroup_300	orthogroup_1108	5	10	0.43030303	142	0.43119266	0.00088963	8
orthogroup_300	orthogroup_1108	6	10	0.53717878	177	0.53822630	0.00104752	8
orthogroup_300	orthogroup_1108	7	10	0.61212121	201	0.61162080	0.00050042	8
orthogroup_300	orthogroup_1108	8	10	0.71818182	236	0.71865443	0.00047262	8
orthogroup_300	orthogroup_1108	9	10	0.82727273	272	0.82874618	0.00147345	8
orthogroup_300	orthogroup_1108	10	10	0.90606061	297	0.90519878	0.00086183	8
orthogroup_303	orthogroup_1255	1	11	0.01559020	20	0.01562500	0.00003480	9
orthogroup_303	orthogroup_1255	2	11	0.08240535	50	0.08258929	0.00018394	9
orthogroup_303	orthogroup_1255	3	11	0.15367483	82	0.15401786	0.00034302	9
orthogroup_303	orthogroup_1255	4	11	0.25389755	127	0.25446429	0.00056674	9
orthogroup_303	orthogroup_1255	5	11	0.35634744	173	0.35714286	0.00079542	9
orthogroup_303	orthogroup_1255	6	11	0.40492170	194	0.40401786	0.00090384	9
orthogroup_303	orthogroup_1255	7	11	0.45434298	217	0.45535714	0.00101416	9
orthogroup_303	orthogroup_1255	8	11	0.50111359	237	0.50000000	0.00111359	9
orthogroup_303	orthogroup_1255	9	11	0.77282851	359	0.77232143	0.00050708	9
orthogroup_303	orthogroup_1255	10	11	0.84409800	391	0.84375000	0.00034800	9
orthogroup_303	orthogroup_1255	11	11	0.89977728	416	0.89955357	0.00022371	9
orthogroup_322	orthogroup_1065	1	6	0.08394161	25	0.08510638	0.00116478	8
orthogroup_322	orthogroup_1065	2	6	0.28832117	86	0.28723404	0.00108713	8
orthogroup_322	orthogroup_1065	3	6	0.42700730	125	0.42553191	0.00147538	8
orthogroup_322	orthogroup_1065	4	6	0.51824818	151	0.51773050	0.00051768	8
orthogroup_322	orthogroup_1065	5	6	0.74452555	219	0.74468085	0.00015530	8
orthogroup_322	orthogroup_1065	6	6	0.87956204	257	0.87943262	0.00012942	8
orthogroup_329	orthogroup_1588	1	12	0.02394366	19	0.02367688	0.00026678	9
orthogroup_329	orthogroup_1588	2	12	0.05492958	42	0.05431755	0.00061203	9
orthogroup_329	orthogroup_1588	3	12	0.09128631	69	0.09192201	0.00063570	9
orthogroup_329	orthogroup_1588	4	12	0.12535211	93	0.12534819	0.00000392	9
orthogroup_329	orthogroup_1588	5	12	0.15633803	115	0.15598886	0.00034917	9
orthogroup_329	orthogroup_1588	6	12	0.19718310	145	0.19777159	0.00058849	9
orthogroup_329	orthogroup_1588	7	12	0.55000000	400	0.55013928	0.00013928	9
orthogroup_329	orthogroup_1588	8	12	0.58091286	422	0.58077994	0.00013292	9
orthogroup_329	orthogroup_1588	9	12	0.61592179	447	0.61559889	0.00032290	9
orthogroup_329	orthogroup_1588	10	12	0.64722222	470	0.64763231	0.00041009	9
orthogroup_329	orthogroup_1588	11	12	0.67777778	492	0.67827298	0.00049520	9
orthogroup_329	orthogroup_1588	12	12	0.71111111	516	0.71169916	0.00058805	9
orthogroup_33	orthogroup_777	1	3	0.23587005	25	0.23300971	0.00286034	8
orthogroup_33	orthogroup_777	2	3	0.52848331	55	0.52427184	0.00421146	8
orthogroup_33	orthogroup_777	3	3	0.78403280	82	0.78640777	0.00237497	8
orthogroup_331	orthogroup_409	1	5	0.16237113	34	0.16194819	0.00042294	8
orthogroup_331	orthogroup_409	2	5	0.35051546	71	0.35113713	0.00062167	8
orthogroup_331	orthogroup_409	3	5	0.54639175	109	0.54639175	0.00000000	8
orthogroup_331	orthogroup_409	4	5	0.67525773	134	0.67525773	0.00000000	8
orthogroup_331	orthogroup_409	5	5	0.86597938	174	0.86597938	0.00000000	8
orthogroup_334	orthogroup_868	1	10	0.00716846	11	0.00740741	0.00023895	9
orthogroup_334	orthogroup_868	2	10	0.11111111	67	0.11111111	0.00000000	9
orthogroup_334	orthogroup_868	3	10	0.23476703	134	0.23518519	0.00041816	9
orthogroup_334	orthogroup_868	4	10	0.30286738	172	0.30370370	0.00083632	9
orthogroup_334	orthogroup_868	5	10	0.45161290	255	0.45083488	0.00077802	9
orthogroup_334	orthogroup_868	6	10	0.50537634	284	0.50463822	0.00073813	9
orthogroup_334	orthogroup_868	7	10	0.58781362	329	0.58812616	0.00031254	9
orthogroup_334	orthogroup_868	8	10	0.74372760	415	0.74397032	0.00024272	9
orthogroup_334	orthogroup_868	9	10	0.86559140	485	0.86641929	0.00082790	9
orthogroup_334	orthogroup_868	10	10	0.94086022	508	0.90538033	0.03547988	9
orthogroup_335	orthogroup_1533	1	5	0.07174888	45	0.19196429	0.12021541	9
orthogroup_335	orthogroup_1533	2	5	0.25560538	59	0.25446429	0.00114110	9
orthogroup_335	orthogroup_1533	3	5	0.43049327	112	0.43220339	0.00171012	9
orthogroup_335	orthogroup_1533	4	5	0.68609865	169	0.68609865	0.00000000	9
orthogroup_335	orthogroup_1533	5	5	0.86995516	216	0.87053571	0.00058056	9
orthogroup_338	orthogroup_282	1	5	0.15555556	63	0.15613383	0.00057827	10
orthogroup_338	orthogroup_282	2	5	0.38888889	140	0.39033457	0.00144568	10
orthogroup_338	orthogroup_282	3	5	0.54074074	186	0.53903346	0.00170728	10
orthogroup_338	orthogroup_282	4	5	0.74444444	244	0.74349442	0.00095002	10
orthogroup_338	orthogroup_282	5	5	0.85185185	273	0.85130112	0.00055074	10
orthogroup_346	orthogroup_1277	1	5	0.02051282	5	0.02051282	0.00000000	9
orthogroup_346	orthogroup_1277	2	5	0.16923077	34	0.16923077	0.00000000	9
orthogroup_346	orthogroup_1277	3	5	0.37113402	73	0.36923077	0.00190325	9
orthogroup_346	orthogroup_1277	4	5	0.52307692	103	0.52307692	0.00000000	9
orthogroup_346	orthogroup_1277	5	5	0.74871795	147	0.74871795	0.00000000	9
orthogroup_352	orthogroup_459	1	3	0.10958904	18	0.10884354	0.00074550	10
orthogroup_352	orthogroup_459	2	3	0.47260274	80	0.46938776	0.00321498	10
orthogroup_352	orthogroup_459	3	3	0.66438356	109	0.66666667	0.00228311	10
orthogroup_354	orthogroup_1367	1	11	0.05582524	24	0.05596107	0.00013583	9
orthogroup_354	orthogroup_1367	2	11	0.12378641	52	0.12408759	0.00030118	9
orthogroup_354	orthogroup_1367	3	11	0.23844282	99	0.23844282	0.00000000	9
orthogroup_354	orthogroup_1367	4	11	0.31143552	130	0.31143552	0.00000000	9
orthogroup_354	orthogroup_1367	5	11	0.37712895	158	0.37712895	0.00000000	9
orthogroup_354	orthogroup_1367	6	11	0.47931873	200	0.48048780	0.00116907	9
orthogroup_354	orthogroup_1367	7	11	0.57843137	244	0.57804878	0.00038259	9
orthogroup_354	orthogroup_1367	8	11	0.69829684	293	0.69756098	0.00073586	9
orthogroup_354	orthogroup_1367	9	11	0.79805353	334	0.79756098	0.00049255	9
orthogroup_354	orthogroup_1367	10	11	0.84951456	355	0.84878049	0.00073408	9
orthogroup_354	orthogroup_1367	11	11	0.94403893	394	0.94390244	0.00013649	9
orthogroup_36	orthogroup_481	1	5	0.10754681	40	0.10763198	0.00008516	8
orthogroup_36	orthogroup_481	2	5	0.23394495	68	0.23320261	0.00074234	8
orthogroup_36	orthogroup_481	3	5	0.31651376	87	0.31841126	0.00189750	8
orthogroup_36	orthogroup_481	4	5	0.70642202	173	0.70520362	0.00121840	8
orthogroup_36	orthogroup_481	5	5	0.85779817	207	0.85939942	0.00160126	8
orthogroup_371	orthogroup_1507	1	4	0.10400000	14	0.10400000	0.00000000	9
orthogroup_371	orthogroup_1507	2	4	0.28000000	36	0.28000000	0.00000000	9
orthogroup_371	orthogroup_1507	3	4	0.59200000	75	0.59200000	0.00000000	9
orthogroup_371	orthogroup_1507	4	4	0.80800000	102	0.80800000	0.00000000	9
orthogroup_378	orthogroup_599	1	12	0.06189975	46	0.06222222	0.00032247	8
orthogroup_378	orthogroup_599	2	12	0.11739608	71	0.11777778	0.00038170	8
orthogroup_378	orthogroup_599	3	12	0.22222222	118	0.22173058	0.00049164	8
