membrane_orthogroup	pseudo_tmd_index	species_total	species_with_feature	presence_fraction	median_distance_start	mean_distance_start	sd_distance_start	variance_distance_start
orthogroup_596	1	9	0	0.000000				
orthogroup_596	2	9	0	0.000000				
orthogroup_596	3	9	0	0.000000				
orthogroup_596	4	9	0	0.000000				
orthogroup_598	1	9	0	0.000000				
orthogroup_598	2	9	0	0.000000				
orthogroup_598	3	9	0	0.000000				
orthogroup_598	4	9	0	0.000000				
orthogroup_598	5	9	1	0.111111	-16.000000	-16.000000		
orthogroup_598	6	9	2	0.222222	0.000000	0.000000	0.000000	0.000000
orthogroup_598	7	9	0	0.000000				
orthogroup_598	8	9	0	0.000000				
orthogroup_598	9	9	0	0.000000				
orthogroup_6	1	9	0	0.000000				
orthogroup_6	2	9	0	0.000000				
orthogroup_6	3	9	0	0.000000				
orthogroup_609	2	9	0	0.000000				
orthogroup_609	3	9	0	0.000000				
orthogroup_609	4	9	0	0.000000				
orthogroup_609	5	9	1	0.111111	-3.000000	-3.000000		
orthogroup_609	6	9	1	0.111111	-5.000000	-5.000000		
orthogroup_609	7	9	0	0.000000				
orthogroup_610	1	9	0	0.000000				
orthogroup_610	2	9	0	0.000000				
orthogroup_610	3	9	0	0.000000				
orthogroup_610	4	9	2	0.222222	-25.500000	-25.500000	6.363961	40.500000
orthogroup_610	5	9	0	0.000000				
orthogroup_618	1	9	4	0.444444	-54.500000	-52.000000	5.338539	28.500000
orthogroup_618	2	9	0	0.000000				
orthogroup_618	3	9	0	0.000000				
orthogroup_618	4	9	0	0.000000				
orthogroup_626	1	9	1	0.111111	6.000000	6.000000		
orthogroup_626	2	9	1	0.111111	26.000000	26.000000		
orthogroup_626	3	9	0	0.000000				
orthogroup_626	4	9	6	0.666667	12.000000	12.083333	0.204124	0.041667
orthogroup_626	5	9	0	0.000000				
orthogroup_626	6	9	0	0.000000				
orthogroup_626	7	9	0	0.000000				
orthogroup_626	8	9	0	0.000000				
orthogroup_626	9	9	1	0.111111	18.000000	18.000000		
orthogroup_627	1	9	0	0.000000				
orthogroup_627	2	9	0	0.000000				
orthogroup_627	3	9	0	0.000000				
orthogroup_627	4	9	0	0.000000				
orthogroup_65	1	9	1	0.111111	-13.000000	-13.000000		
orthogroup_65	2	9	0	0.000000				
orthogroup_65	3	9	0	0.000000				
orthogroup_65	4	9	0	0.000000				
orthogroup_663	1	9	0	0.000000				
orthogroup_663	2	9	0	0.000000				
orthogroup_663	3	9	0	0.000000				
orthogroup_663	4	9	0	0.000000				
orthogroup_663	5	9	0	0.000000				
orthogroup_663	6	9	0	0.000000				
orthogroup_663	7	9	0	0.000000				
orthogroup_663	8	9	0	0.000000				
orthogroup_663	9	9	0	0.000000				
orthogroup_663	10	9	0	0.000000				
orthogroup_663	11	9	2	0.222222	1.500000	1.500000	0.000000	0.000000
orthogroup_684	1	9	0	0.000000				
orthogroup_684	2	9	0	0.000000				
orthogroup_684	3	9	0	0.000000				
orthogroup_684	4	9	0	0.000000				
orthogroup_684	5	9	0	0.000000				
orthogroup_684	6	9	0	0.000000				
orthogroup_684	7	9	0	0.000000				
orthogroup_684	8	9	0	0.000000				
orthogroup_684	9	9	0	0.000000				
orthogroup_684	10	9	0	0.000000				
orthogroup_684	11	9	0	0.000000				
orthogroup_684	12	9	0	0.000000				
orthogroup_687	1	9	0	0.000000				
orthogroup_687	2	9	1	0.111111	5.000000	5.000000		
orthogroup_687	3	9	0	0.000000				
orthogroup_687	4	9	0	0.000000				
orthogroup_687	5	9	1	0.111111	8.000000	8.000000		
orthogroup_687	6	9	0	0.000000				
orthogroup_687	7	9	0	0.000000				
orthogroup_687	8	9	1	0.111111	6.000000	6.000000		
orthogroup_7	1	9	0	0.000000				
orthogroup_7	2	9	0	0.000000				
orthogroup_7	3	9	0	0.000000				
orthogroup_7	4	9	0	0.000000				
orthogroup_7	5	9	1	0.111111	0.000000	0.000000		
orthogroup_7	6	9	0	0.000000				
orthogroup_7	7	9	1	0.111111	142.000000	142.000000		
orthogroup_7	8	9	1	0.111111	-165.000000	-165.000000		
orthogroup_7	9	9	1	0.111111	-4.000000	-4.000000		
orthogroup_7	10	9	1	0.111111	37.000000	37.000000		
orthogroup_7	11	9	0	0.000000				
orthogroup_7	12	9	0	0.000000				
orthogroup_703	1	9	0	0.000000				
orthogroup_703	2	9	0	0.000000				
orthogroup_703	3	9	0	0.000000				
orthogroup_703	4	9	0	0.000000				
orthogroup_703	5	9	1	0.111111	12.000000	12.000000		
orthogroup_703	6	9	0	0.000000				
orthogroup_703	7	9	0	0.000000				
orthogroup_703	8	9	0	0.000000				
orthogroup_703	9	9	0	0.000000				
orthogroup_703	10	9	0	0.000000				
orthogroup_703	11	9	0	0.000000				
orthogroup_703	12	9	0	0.000000				
orthogroup_703	13	9	0	0.000000				
orthogroup_719	1	9	0	0.000000				
orthogroup_719	2	9	0	0.000000				
orthogroup_719	3	9	0	0.000000				
orthogroup_719	4	9	0	0.000000				
orthogroup_719	5	9	0	0.000000				
orthogroup_719	6	9	0	0.000000				
orthogroup_719	7	9	1	0.111111	-20.000000	-20.000000		
orthogroup_719	8	9	0	0.000000				
orthogroup_719	9	9	1	0.111111	5.000000	5.000000		
orthogroup_719	10	9	0	0.000000				
orthogroup_719	11	9	1	0.111111	1.000000	1.000000		
orthogroup_719	12	9	1	0.111111	25.000000	25.000000		
orthogroup_72	1	8	0	0.000000				
orthogroup_72	2	8	3	0.375000	4.000000	5.333333	2.309401	5.333333
orthogroup_72	3	8	0	0.000000				
orthogroup_72	4	8	0	0.000000				
orthogroup_72	5	8	0	0.000000				
orthogroup_72	6	8	0	0.000000				
orthogroup_72	7	8	0	0.000000				
orthogroup_72	8	8	0	0.000000				
orthogroup_72	9	8	0	0.000000				
orthogroup_741	1	9	0	0.000000				
orthogroup_741	2	9	1	0.111111	-18.000000	-18.000000		
orthogroup_741	3	9	0	0.000000				
orthogroup_755	1	9	1	0.111111	0.000000	0.000000		
orthogroup_755	2	9	0	0.000000				
orthogroup_755	3	9	0	0.000000				
orthogroup_755	4	9	0	0.000000				
orthogroup_755	5	9	0	0.000000				
orthogroup_755	6	9	0	0.000000				
orthogroup_755	7	9	2	0.222222	65.500000	65.500000	95.459415	9112.500000
orthogroup_755	8	9	1	0.111111	12.000000	12.000000		
orthogroup_758	1	8	2	0.250000	-15.000000	-15.000000	0.000000	0.000000
orthogroup_758	2	8	1	0.125000	-1.000000	-1.000000		
orthogroup_758	3	8	0	0.000000				
orthogroup_758	4	8	0	0.000000				
orthogroup_758	5	8	0	0.000000				
orthogroup_758	6	8	0	0.000000				
orthogroup_758	7	8	0	0.000000				
orthogroup_758	8	8	0	0.000000				
orthogroup_758	9	8	0	0.000000				
orthogroup_758	10	8	0	0.000000				
orthogroup_758	11	8	1	0.125000	4.000000	4.000000		
orthogroup_758	12	8	0	0.000000				
orthogroup_759	1	9	0	0.000000				
orthogroup_759	2	9	0	0.000000				
orthogroup_759	3	9	0	0.000000				
orthogroup_759	4	9	0	0.000000				
orthogroup_759	5	9	0	0.000000				
orthogroup_759	6	9	0	0.000000				
orthogroup_759	7	9	0	0.000000				
orthogroup_759	8	9	0	0.000000				
orthogroup_759	9	9	0	0.000000				
orthogroup_759	10	9	0	0.000000				
orthogroup_76	1	8	0	0.000000				
orthogroup_76	2	8	1	0.125000	-36.500000	-36.500000		
orthogroup_76	3	8	0	0.000000				
orthogroup_76	4	8	0	0.000000				
orthogroup_76	5	8	0	0.000000				
orthogroup_76	6	8	0	0.000000				
orthogroup_767	1	10	1	0.100000	-3.000000	-3.000000		
orthogroup_767	2	10	0	0.000000				
orthogroup_767	3	10	0	0.000000				
orthogroup_767	4	10	0	0.000000				
orthogroup_767	5	10	1	0.100000	-13.000000	-13.000000		
orthogroup_767	6	10	0	0.000000				
orthogroup_767	7	10	0	0.000000				
orthogroup_767	8	10	0	0.000000				
orthogroup_767	9	10	2	0.200000	165.250000	165.250000	78.135299	6105.125000
orthogroup_768	1	9	1	0.111111	-19.000000	-19.000000		
orthogroup_768	2	9	0	0.000000				
orthogroup_768	3	9	0	0.000000				
orthogroup_768	4	9	0	0.000000				
orthogroup_768	5	9	0	0.000000				
orthogroup_768	6	9	1	0.111111	0.000000	0.000000		
orthogroup_768	7	9	0	0.000000				
orthogroup_768	8	9	1	0.111111	13.000000	13.000000		
orthogroup_768	9	9	0	0.000000				
orthogroup_768	10	9	1	0.111111	-4.500000	-4.500000		
orthogroup_768	11	9	0	0.000000				
orthogroup_768	12	9	2	0.222222	-12.000000	-12.000000	0.000000	0.000000
orthogroup_768	13	9	1	0.111111	-4.500000	-4.500000		
orthogroup_768	14	9	0	0.000000				
orthogroup_772	1	9	2	0.222222	-1.750000	-1.750000	1.060660	1.125000
orthogroup_772	2	9	0	0.000000				
orthogroup_772	3	9	0	0.000000				
orthogroup_772	4	9	0	0.000000				
orthogroup_772	5	9	0	0.000000				
orthogroup_772	6	9	0	0.000000				
orthogroup_772	7	9	2	0.222222	5.500000	5.500000	7.778175	60.500000
orthogroup_772	8	9	0	0.000000				
orthogroup_784	1	9	1	0.111111	4.000000	4.000000		
orthogroup_784	2	9	0	0.000000				
orthogroup_784	3	9	0	0.000000				
orthogroup_784	4	9	1	0.111111	3.000000	3.000000		
orthogroup_784	5	9	0	0.000000				
orthogroup_784	6	9	1	0.111111	11.500000	11.500000		
orthogroup_784	7	9	0	0.000000				
orthogroup_784	8	9	0	0.000000				
orthogroup_784	9	9	0	0.000000				
orthogroup_784	10	9	0	0.000000				
orthogroup_790	1	9	0	0.000000				
orthogroup_790	2	9	0	0.000000				
orthogroup_790	3	9	0	0.000000				
orthogroup_790	4	9	0	0.000000				
orthogroup_790	5	9	0	0.000000				
orthogroup_790	6	9	3	0.333333	233.000000	164.333333	118.934155	14145.333333
orthogroup_799	1	10	1	0.100000	-334.500000	-334.500000		
orthogroup_799	2	10	0	0.000000				
orthogroup_799	3	10	0	0.000000				
orthogroup_799	4	10	0	0.000000				
orthogroup_80	2	9	0	0.000000				
orthogroup_80	3	9	0	0.000000				
orthogroup_80	4	9	0	0.000000				
orthogroup_81	2	10	0	0.000000				
orthogroup_81	3	10	0	0.000000				
orthogroup_81	4	10	1	0.100000	16.000000	16.000000		
orthogroup_81	5	10	0	0.000000				
orthogroup_81	6	10	0	0.000000				
orthogroup_812	1	9	2	0.222222	25.000000	25.000000	0.707107	0.500000
orthogroup_812	2	9	0	0.000000				
orthogroup_812	3	9	0	0.000000				
orthogroup_812	4	9	1	0.111111	-20.000000	-20.000000		
orthogroup_824	1	10	0	0.000000				
orthogroup_824	2	10	0	0.000000				
orthogroup_824	3	10	1	0.100000	-7.000000	-7.000000		
orthogroup_824	4	10	0	0.000000				
orthogroup_824	5	10	0	0.000000				
orthogroup_824	6	10	1	0.100000	60.000000	60.000000		
orthogroup_864	1	9	0	0.000000				
orthogroup_864	2	9	0	0.000000				
orthogroup_864	3	9	0	0.000000				
orthogroup_867	1	8	0	0.000000				
orthogroup_867	2	8	0	0.000000				
orthogroup_867	3	8	0	0.000000				
orthogroup_870	1	9	0	0.000000				
orthogroup_870	2	9	0	0.000000				
orthogroup_870	3	9	0	0.000000				
orthogroup_870	4	9	0	0.000000				
orthogroup_870	5	9	0	0.000000				
orthogroup_870	6	9	1	0.111111	35.000000	35.000000		
orthogroup_921	1	9	1	0.111111	10.000000	10.000000		
orthogroup_921	2	9	0	0.000000				
orthogroup_921	3	9	0	0.000000				
orthogroup_921	4	9	0	0.000000				
orthogroup_921	5	9	0	0.000000				
orthogroup_921	6	9	1	0.111111	-7.000000	-7.000000		
orthogroup_923	1	10	1	0.100000	-37.000000	-37.000000		
orthogroup_923	2	10	0	0.000000				
orthogroup_923	3	10	0	0.000000				
orthogroup_923	4	10	1	0.100000	-2.000000	-2.000000		
orthogroup_923	5	10	0	0.000000				
orthogroup_923	6	10	0	0.000000				
orthogroup_923	7	10	0	0.000000				
orthogroup_923	8	10	0	0.000000				
orthogroup_923	9	10	0	0.000000				
orthogroup_923	10	10	0	0.000000				
orthogroup_923	11	10	0	0.000000				
orthogroup_934	1	8	0	0.000000				
orthogroup_934	2	8	0	0.000000				
orthogroup_934	3	8	0	0.000000				
orthogroup_934	4	8	1	0.125000	11.000000	11.000000		
orthogroup_934	5	8	0	0.000000				
orthogroup_934	6	8	0	0.000000				
orthogroup_934	7	8	1	0.125000	18.000000	18.000000		
orthogroup_934	8	8	0	0.000000				
orthogroup_934	9	8	0	0.000000				
orthogroup_934	10	8	0	0.000000				
orthogroup_934	11	8	0	0.000000				
orthogroup_934	12	8	0	0.000000				
orthogroup_938	1	8	2	0.250000	6.000000	6.000000	0.000000	0.000000
orthogroup_938	2	8	0	0.000000				
orthogroup_938	3	8	1	0.125000	-21.000000	-21.000000		
orthogroup_938	4	8	2	0.250000	0.500000	0.500000	14.849242	220.500000
orthogroup_938	5	8	0	0.000000				
orthogroup_938	6	8	0	0.000000				
orthogroup_938	7	8	0	0.000000				
orthogroup_938	8	8	0	0.000000				
orthogroup_938	9	8	0	0.000000				
orthogroup_938	10	8	0	0.000000				
orthogroup_938	11	8	1	0.125000	-6.000000	-6.000000		
orthogroup_946	1	8	0	0.000000				
orthogroup_946	2	8	0	0.000000				
orthogroup_946	3	8	0	0.000000				
orthogroup_946	4	8	0	0.000000				
orthogroup_946	5	8	0	0.000000				
orthogroup_946	6	8	0	0.000000				
orthogroup_946	7	8	0	0.000000				
orthogroup_946	8	8	0	0.000000				
orthogroup_946	9	8	0	0.000000				
orthogroup_946	10	8	0	0.000000				
orthogroup_946	11	8	0	0.000000				
orthogroup_96	1	9	1	0.111111	1.000000	1.000000		
orthogroup_96	2	9	0	0.000000				
orthogroup_96	3	9	0	0.000000				
orthogroup_96	4	9	0	0.000000				
orthogroup_96	5	9	0	0.000000				
orthogroup_96	6	9	1	0.111111	-5.000000	-5.000000		
orthogroup_96	7	9	0	0.000000				
orthogroup_96	8	9	0	0.000000				
orthogroup_96	9	9	0	0.000000				
orthogroup_96	10	9	0	0.000000				
orthogroup_96	11	9	0	0.000000				
orthogroup_968	1	8	3	0.375000	-256.000000	-216.333333	68.704682	4720.333333
orthogroup_968	2	8	1	0.125000	-109.000000	-109.000000		
orthogroup_968	3	8	1	0.125000	0.000000	0.000000		
orthogroup_968	4	8	0	0.000000				
orthogroup_971	1	8	0	0.000000				
orthogroup_971	2	8	0	0.000000				
orthogroup_971	3	8	0	0.000000				
orthogroup_971	4	8	0	0.000000				
orthogroup_971	5	8	1	0.125000	8.000000	8.000000		
orthogroup_971	6	8	0	0.000000				
orthogroup_971	7	8	0	0.000000				
orthogroup_971	8	8	2	0.250000	-10.000000	-10.000000	0.000000	0.000000
orthogroup_971	9	8	0	0.000000				
orthogroup_971	10	8	0	0.000000				
orthogroup_971	11	8	0	0.000000				
orthogroup_972	1	9	1	0.111111	6.000000	6.000000		
orthogroup_972	2	9	1	0.111111	1.000000	1.000000		
orthogroup_972	3	9	0	0.000000				
orthogroup_972	4	9	0	0.000000				
orthogroup_972	5	9	0	0.000000				
orthogroup_972	6	9	2	0.222222	20.750000	20.750000	18.738330	351.125000
orthogroup_980	1	8	0	0.000000				
orthogroup_980	2	8	0	0.000000				
orthogroup_980	3	8	0	0.000000				
orthogroup_980	4	8	1	0.125000	27.000000	27.000000		
orthogroup_985	1	10	1	0.100000	11.000000	11.000000		
orthogroup_985	2	10	1	0.100000	2.000000	2.000000		
orthogroup_985	3	10	0	0.000000				
orthogroup_985	4	10	0	0.000000				
orthogroup_985	5	10	0	0.000000				
orthogroup_985	6	10	0	0.000000				
orthogroup_995	1	9	0	0.000000				
orthogroup_995	2	9	0	0.000000				
orthogroup_995	3	9	0	0.000000				
orthogroup_995	4	9	0	0.000000				
orthogroup_995	5	9	0	0.000000				
orthogroup_995	6	9	0	0.000000				
orthogroup_995	7	9	0	0.000000				
