orthogroup	tmd_index	modal_tmd_count	species_total	species_with_feature	presence_fraction	median_distance_start	mean_distance_start	sd_distance_start	variance_distance_start
orthogroup_283	6	10	7	0	0.000000				
orthogroup_283	7	10	7	0	0.000000				
orthogroup_283	8	10	7	0	0.000000				
orthogroup_283	9	10	7	1	0.142857	16.000000	16.000000		
orthogroup_283	10	10	7	1	0.142857	5.000000	5.000000		
orthogroup_284	1	10	9	1	0.111111	-15.000000	-15.000000		
orthogroup_284	2	10	9	0	0.000000				
orthogroup_284	3	10	9	2	0.222222	13.000000	13.000000	0.000000	0.000000
orthogroup_284	4	10	9	0	0.000000				
orthogroup_284	5	10	9	0	0.000000				
orthogroup_284	6	10	9	0	0.000000				
orthogroup_284	7	10	9	0	0.000000				
orthogroup_284	8	10	9	0	0.000000				
orthogroup_284	9	10	9	0	0.000000				
orthogroup_284	10	10	9	0	0.000000				
orthogroup_300	1	10	8	1	0.125000	0.000000	0.000000		
orthogroup_300	2	10	8	0	0.000000				
orthogroup_300	3	10	8	0	0.000000				
orthogroup_300	4	10	8	0	0.000000				
orthogroup_300	5	10	8	0	0.000000				
orthogroup_300	6	10	8	0	0.000000				
orthogroup_300	7	10	8	0	0.000000				
orthogroup_300	8	10	8	0	0.000000				
orthogroup_300	9	10	8	0	0.000000				
orthogroup_300	10	10	8	4	0.500000	16.500000	19.000000	5.354126	28.666667
orthogroup_303	1	11	9	0	0.000000				
orthogroup_303	2	11	9	0	0.000000				
orthogroup_303	3	11	9	0	0.000000				
orthogroup_303	4	11	9	0	0.000000				
orthogroup_303	5	11	9	0	0.000000				
orthogroup_303	6	11	9	0	0.000000				
orthogroup_303	7	11	9	0	0.000000				
orthogroup_303	8	11	9	0	0.000000				
orthogroup_303	9	11	9	1	0.111111	-39.000000	-39.000000		
orthogroup_303	10	11	9	0	0.000000				
orthogroup_303	11	11	9	0	0.000000				
orthogroup_322	1	6	8	2	0.250000	-7.000000	-7.000000	11.313708	128.000000
orthogroup_322	2	6	8	1	0.125000	21.000000	21.000000		
orthogroup_322	3	6	8	0	0.000000				
orthogroup_322	4	6	8	0	0.000000				
orthogroup_322	5	6	8	2	0.250000	22.500000	22.500000	2.121320	4.500000
orthogroup_322	6	6	8	0	0.000000				
orthogroup_329	1	12	9	3	0.333333	-13.000000	-13.000000	0.000000	0.000000
orthogroup_329	2	12	9	0	0.000000				
orthogroup_329	3	12	9	0	0.000000				
orthogroup_329	4	12	9	1	0.111111	17.000000	17.000000		
orthogroup_329	5	12	9	1	0.111111	17.000000	17.000000		
orthogroup_329	6	12	9	2	0.222222	49.500000	49.500000	65.760931	4324.500000
orthogroup_329	7	12	9	1	0.111111	-15.000000	-15.000000		
orthogroup_329	8	12	9	1	0.111111	4.000000	4.000000		
orthogroup_329	9	12	9	1	0.111111	-2.000000	-2.000000		
orthogroup_329	10	12	9	0	0.000000				
orthogroup_329	11	12	9	1	0.111111	8.000000	8.000000		
orthogroup_329	12	12	9	3	0.333333	172.000000	150.666667	44.970361	2022.333333
orthogroup_33	1	3	8	1	0.125000	-18.000000	-18.000000		
orthogroup_33	2	3	8	1	0.125000	19.000000	19.000000		
orthogroup_33	3	3	8	1	0.125000	-3.000000	-3.000000		
orthogroup_331	1	5	8	1	0.125000	16.000000	16.000000		
orthogroup_331	2	5	8	1	0.125000	-6.000000	-6.000000		
orthogroup_331	3	5	8	0	0.000000				
orthogroup_331	4	5	8	0	0.000000				
orthogroup_331	5	5	8	1	0.125000	11.000000	11.000000		
orthogroup_334	1	10	9	3	0.333333	5.000000	13.000000	15.620499	244.000000
orthogroup_334	2	10	9	1	0.111111	25.000000	25.000000		
orthogroup_334	3	10	9	0	0.000000				
orthogroup_334	4	10	9	1	0.111111	-7.500000	-7.500000		
orthogroup_334	5	10	9	0	0.000000				
orthogroup_334	6	10	9	0	0.000000				
orthogroup_334	7	10	9	0	0.000000				
orthogroup_334	8	10	9	1	0.111111	1.000000	1.000000		
orthogroup_334	9	10	9	0	0.000000				
orthogroup_334	10	10	9	1	0.111111	21.500000	21.500000		
orthogroup_335	1	5	9	0	0.000000				
orthogroup_335	2	5	9	0	0.000000				
orthogroup_335	3	5	9	0	0.000000				
orthogroup_335	4	5	9	1	0.111111	20.500000	20.500000		
orthogroup_335	5	5	9	1	0.111111	27.000000	27.000000		
orthogroup_338	1	5	10	2	0.200000	-6.000000	-6.000000	26.870058	722.000000
orthogroup_338	2	5	10	1	0.100000	29.000000	29.000000		
orthogroup_338	3	5	10	1	0.100000	16.000000	16.000000		
orthogroup_338	4	5	10	0	0.000000				
orthogroup_338	5	5	10	0	0.000000				
orthogroup_346	1	5	9	0	0.000000				
orthogroup_346	2	5	9	0	0.000000				
orthogroup_346	3	5	9	0	0.000000				
orthogroup_346	4	5	9	0	0.000000				
orthogroup_346	5	5	9	1	0.111111	19.000000	19.000000		
orthogroup_352	1	3	9	0	0.000000				
orthogroup_352	2	3	9	0	0.000000				
orthogroup_352	3	3	9	1	0.111111	-2.000000	-2.000000		
orthogroup_354	1	11	9	2	0.222222	-6.000000	-6.000000	0.000000	0.000000
orthogroup_354	2	11	9	0	0.000000				
orthogroup_354	3	11	9	0	0.000000				
orthogroup_354	4	11	9	0	0.000000				
orthogroup_354	5	11	9	1	0.111111	4.000000	4.000000		
orthogroup_354	6	11	9	0	0.000000				
orthogroup_354	7	11	9	0	0.000000				
orthogroup_354	8	11	9	2	0.222222	19.000000	19.000000	1.414214	2.000000
orthogroup_354	9	11	9	0	0.000000				
orthogroup_354	10	11	9	0	0.000000				
orthogroup_354	11	11	9	1	0.111111	9.000000	9.000000		
orthogroup_36	1	5	8	0	0.000000				
orthogroup_36	2	5	8	5	0.625000	2.000000	3.500000	3.082207	9.500000
orthogroup_36	3	5	8	0	0.000000				
orthogroup_36	4	5	8	0	0.000000				
orthogroup_36	5	5	8	0	0.000000				
orthogroup_371	1	4	9	3	0.333333	-7.500000	-5.833333	4.252450	18.083333
orthogroup_371	2	4	9	1	0.111111	26.500000	26.500000		
orthogroup_371	3	4	9	2	0.222222	4.000000	4.000000	18.384776	338.000000
orthogroup_371	4	4	9	1	0.111111	18.000000	18.000000		
orthogroup_378	1	12	8	0	0.000000				
orthogroup_378	2	12	8	0	0.000000				
orthogroup_378	3	12	8	0	0.000000				
orthogroup_378	4	12	8	0	0.000000				
orthogroup_378	5	12	8	0	0.000000				
orthogroup_378	6	12	8	0	0.000000				
orthogroup_378	7	12	8	0	0.000000				
orthogroup_378	8	12	8	0	0.000000				
orthogroup_378	9	12	8	0	0.000000				
orthogroup_378	10	12	8	0	0.000000				
orthogroup_378	11	12	8	0	0.000000				
orthogroup_378	12	12	8	1	0.125000	22.000000	22.000000		
orthogroup_385	1	10	8	0	0.000000				
orthogroup_385	2	10	8	0	0.000000				
orthogroup_385	3	10	8	0	0.000000				
orthogroup_385	4	10	8	0	0.000000				
orthogroup_385	5	10	8	0	0.000000				
orthogroup_385	6	10	8	0	0.000000				
orthogroup_385	7	10	8	0	0.000000				
orthogroup_385	8	10	8	0	0.000000				
orthogroup_385	9	10	8	0	0.000000				
orthogroup_385	10	10	8	1	0.125000	7.000000	7.000000		
orthogroup_387	1	13	8	0	0.000000				
orthogroup_387	2	13	8	0	0.000000				
orthogroup_387	3	13	8	0	0.000000				
orthogroup_387	4	13	8	0	0.000000				
orthogroup_387	5	13	8	0	0.000000				
orthogroup_387	6	13	8	0	0.000000				
orthogroup_387	7	13	8	0	0.000000				
orthogroup_387	8	13	8	2	0.250000	13.500000	13.500000	0.000000	0.000000
orthogroup_387	9	13	8	1	0.125000	4.000000	4.000000		
orthogroup_387	10	13	8	0	0.000000				
orthogroup_387	11	13	8	0	0.000000				
orthogroup_387	12	13	8	0	0.000000				
orthogroup_387	13	13	8	1	0.125000	-2.000000	-2.000000		
orthogroup_390	1	10	9	0	0.000000				
orthogroup_390	2	10	9	1	0.111111	14.000000	14.000000		
orthogroup_390	3	10	9	1	0.111111	-0.500000	-0.500000		
orthogroup_390	4	10	9	0	0.000000				
orthogroup_390	5	10	9	0	0.000000				
orthogroup_390	6	10	9	0	0.000000				
orthogroup_390	7	10	9	0	0.000000				
orthogroup_390	8	10	9	0	0.000000				
orthogroup_390	9	10	9	0	0.000000				
orthogroup_390	10	10	9	0	0.000000				
orthogroup_408	1	10	9	0	0.000000				
orthogroup_408	2	10	9	0	0.000000				
orthogroup_408	3	10	9	0	0.000000				
orthogroup_408	4	10	9	0	0.000000				
orthogroup_408	5	10	9	0	0.000000				
orthogroup_408	6	10	9	0	0.000000				
orthogroup_408	7	10	9	0	0.000000				
orthogroup_408	8	10	9	0	0.000000				
orthogroup_408	9	10	9	0	0.000000				
orthogroup_408	10	10	9	0	0.000000				
orthogroup_415	1	9	9	0	0.000000				
orthogroup_415	2	9	9	0	0.000000				
orthogroup_415	3	9	9	0	0.000000				
orthogroup_415	4	9	9	0	0.000000				
orthogroup_415	5	9	9	0	0.000000				
orthogroup_415	6	9	9	1	0.111111	28.000000	28.000000		
orthogroup_415	7	9	9	0	0.000000				
orthogroup_415	8	9	9	1	0.111111	5.000000	5.000000		
orthogroup_415	9	9	9	0	0.000000				
orthogroup_418	1	5	8	0	0.000000				
orthogroup_418	2	5	8	0	0.000000				
orthogroup_418	3	5	8	0	0.000000				
orthogroup_418	4	5	8	0	0.000000				
orthogroup_418	5	5	8	2	0.250000	18.000000	18.000000	0.000000	0.000000
orthogroup_419	1	6	8	0	0.000000				
orthogroup_419	2	6	8	1	0.125000	8.000000	8.000000		
orthogroup_419	3	6	8	0	0.000000				
orthogroup_419	4	6	8	0	0.000000				
orthogroup_419	5	6	8	0	0.000000				
orthogroup_419	6	6	8	0	0.000000				
orthogroup_420	1	6	7	1	0.142857	31.000000	31.000000		
orthogroup_420	2	6	7	1	0.142857	16.000000	16.000000		
orthogroup_420	3	6	7	0	0.000000				
orthogroup_420	4	6	7	0	0.000000				
orthogroup_420	5	6	7	1	0.142857	7.000000	7.000000		
orthogroup_420	6	6	7	0	0.000000				
orthogroup_425	1	12	8	0	0.000000				
orthogroup_425	2	12	8	0	0.000000				
orthogroup_425	3	12	8	0	0.000000				
orthogroup_425	4	12	8	0	0.000000				
orthogroup_425	5	12	8	0	0.000000				
orthogroup_425	6	12	8	0	0.000000				
orthogroup_425	7	12	8	0	0.000000				
orthogroup_425	8	12	8	1	0.125000	1.000000	1.000000		
orthogroup_425	9	12	8	1	0.125000	17.000000	17.000000		
orthogroup_425	10	12	8	0	0.000000				
orthogroup_425	11	12	8	0	0.000000				
orthogroup_425	12	12	8	0	0.000000				
orthogroup_429	1	12	7	5	0.714286	1.000000	1.000000	0.000000	0.000000
orthogroup_429	2	12	7	0	0.000000				
orthogroup_429	3	12	7	0	0.000000				
orthogroup_429	4	12	7	0	0.000000				
orthogroup_429	5	12	7	0	0.000000				
orthogroup_429	6	12	7	0	0.000000				
orthogroup_429	7	12	7	1	0.142857	-4.000000	-4.000000		
orthogroup_429	8	12	7	0	0.000000				
orthogroup_429	9	12	7	0	0.000000				
orthogroup_429	10	12	7	1	0.142857	4.000000	4.000000		
orthogroup_429	11	12	7	1	0.142857	8.000000	8.000000		
orthogroup_429	12	12	7	1	0.142857	11.000000	11.000000		
orthogroup_454	1	6	9	2	0.222222	25.000000	25.000000	26.870058	722.000000
orthogroup_454	2	6	9	0	0.000000				
orthogroup_454	3	6	9	0	0.000000				
orthogroup_454	4	6	9	0	0.000000				
orthogroup_454	5	6	9	1	0.111111	7.000000	7.000000		
orthogroup_454	6	6	9	0	0.000000				
orthogroup_46	1	6	10	0	0.000000				
orthogroup_46	2	6	10	1	0.100000	-10.000000	-10.000000		
orthogroup_46	3	6	10	0	0.000000				
orthogroup_46	4	6	10	0	0.000000				
orthogroup_46	5	6	10	0	0.000000				
orthogroup_46	6	6	10	1	0.100000	4.500000	4.500000		
orthogroup_471	1	6	9	2	0.222222	7.500000	7.500000	4.949747	24.500000
orthogroup_471	2	6	9	0	0.000000				
orthogroup_471	3	6	9	2	0.222222	6.250000	6.250000	10.253048	105.125000
orthogroup_471	4	6	9	0	0.000000				
orthogroup_471	5	6	9	0	0.000000				
orthogroup_471	6	6	9	0	0.000000				
orthogroup_480	1	6	9	1	0.111111	-2.000000	-2.000000		
orthogroup_480	2	6	9	0	0.000000				
orthogroup_480	3	6	9	0	0.000000				
orthogroup_480	4	6	9	0	0.000000				
orthogroup_480	5	6	9	0	0.000000				
orthogroup_480	6	6	9	0	0.000000				
orthogroup_484	1	6	9	0	0.000000				
orthogroup_484	2	6	9	0	0.000000				
orthogroup_484	3	6	9	1	0.111111	12.000000	12.000000		
orthogroup_484	4	6	9	0	0.000000				
orthogroup_484	5	6	9	0	0.000000				
orthogroup_484	6	6	9	0	0.000000				
orthogroup_489	1	6	9	2	0.222222	4.250000	4.250000	8.131728	66.125000
orthogroup_489	2	6	9	0	0.000000				
orthogroup_489	3	6	9	1	0.111111	-1.500000	-1.500000		
orthogroup_489	4	6	9	0	0.000000				
orthogroup_489	5	6	9	0	0.000000				
orthogroup_489	6	6	9	0	0.000000				
orthogroup_49	1	4	9	0	0.000000				
orthogroup_49	2	4	9	1	0.111111	8.000000	8.000000		
orthogroup_49	3	4	9	0	0.000000				
orthogroup_49	4	4	9	0	0.000000				
orthogroup_515	1	3	9	1	0.111111	-28.000000	-28.000000		
orthogroup_515	2	3	9	1	0.111111	5.000000	5.000000		
orthogroup_515	3	3	9	0	0.000000				
orthogroup_526	1	6	9	1	0.111111	19.500000	19.500000		
orthogroup_526	2	6	9	0	0.000000				
orthogroup_526	3	6	9	0	0.000000				
orthogroup_526	4	6	9	0	0.000000				
orthogroup_526	5	6	9	0	0.000000				
orthogroup_526	6	6	9	0	0.000000				
orthogroup_531	1	14	9	0	0.000000				
orthogroup_531	2	14	9	2	0.222222	29.500000	29.500000	3.535534	12.500000
orthogroup_531	3	14	9	0	0.000000				
orthogroup_531	4	14	9	1	0.111111	1.000000	1.000000		
orthogroup_531	5	14	9	0	0.000000				
orthogroup_531	6	14	9	0	0.000000				
orthogroup_531	7	14	9	0	0.000000				
orthogroup_531	8	14	9	0	0.000000				
orthogroup_531	9	14	9	0	0.000000				
orthogroup_531	10	14	9	0	0.000000				
orthogroup_531	11	14	9	0	0.000000				
orthogroup_531	12	14	9	0	0.000000				
orthogroup_531	13	14	9	0	0.000000				
orthogroup_531	14	14	9	0	0.000000				
orthogroup_534	1	5	10	1	0.100000	-19.000000	-19.000000		
orthogroup_534	2	5	10	0	0.000000				
orthogroup_534	3	5	10	0	0.000000				
orthogroup_534	4	5	10	0	0.000000				
orthogroup_534	5	5	10	0	0.000000				
orthogroup_540	1	6	9	6	0.666667	-26.750000	-26.750000	0.273861	0.075000
orthogroup_540	2	6	9	1	0.111111	3.000000	3.000000		
orthogroup_540	3	6	9	0	0.000000				
orthogroup_540	4	6	9	0	0.000000				
orthogroup_540	5	6	9	1	0.111111	-3.000000	-3.000000		
orthogroup_540	6	6	9	0	0.000000				
orthogroup_547	1	6	10	0	0.000000				
orthogroup_547	2	6	10	0	0.000000				
orthogroup_547	3	6	10	0	0.000000				
orthogroup_547	4	6	10	0	0.000000				
orthogroup_547	5	6	10	0	0.000000				
orthogroup_547	6	6	10	2	0.200000	-5.500000	-5.500000	10.606602	112.500000
orthogroup_548	1	6	9	4	0.444444	12.000000	9.250000	6.238322	38.916667
orthogroup_548	2	6	9	0	0.000000				
orthogroup_548	3	6	9	2	0.222222	41.000000	41.000000	16.970563	288.000000
orthogroup_548	4	6	9	2	0.222222	12.000000	12.000000	4.242641	18.000000
orthogroup_548	5	6	9	1	0.111111	18.000000	18.000000		
orthogroup_548	6	6	9	4	0.444444	27.000000	29.500000	10.416333	108.500000
orthogroup_551	1	4	9	1	0.111111	16.000000	16.000000		
orthogroup_551	2	4	9	1	0.111111	9.000000	9.000000		
orthogroup_551	3	4	9	0	0.000000				
orthogroup_551	4	4	9	1	0.111111	-6.000000	-6.000000		
orthogroup_554	1	8	9	3	0.333333	9.000000	11.000000	6.244998	39.000000
orthogroup_554	2	8	9	0	0.000000				
orthogroup_554	3	8	9	0	0.000000				
orthogroup_554	4	8	9	1	0.111111	9.000000	9.000000		
orthogroup_554	5	8	9	4	0.444444	9.250000	3.875000	11.257405	126.729167
orthogroup_554	6	8	9	1	0.111111	30.000000	30.000000		
orthogroup_554	7	8	9	1	0.111111	11.000000	11.000000		
orthogroup_554	8	8	9	2	0.222222	1.500000	1.500000	12.020815	144.500000
orthogroup_565	1	20	8	1	0.125000	-5.000000	-5.000000		
orthogroup_565	2	20	8	1	0.125000	-1.000000	-1.000000		
orthogroup_565	3	20	8	0	0.000000				
orthogroup_565	4	20	8	0	0.000000				
orthogroup_565	5	20	8	0	0.000000				
orthogroup_565	6	20	8	3	0.375000	13.000000	14.166667	2.020726	4.083333
orthogroup_565	7	20	8	0	0.000000				
orthogroup_565	8	20	8	0	0.000000				
orthogroup_565	9	20	8	0	0.000000				
orthogroup_565	10	20	8	0	0.000000				
orthogroup_565	11	20	8	0	0.000000				
orthogroup_565	12	20	8	0	0.000000				
orthogroup_565	13	20	8	0	0.000000				
orthogroup_565	14	20	8	1	0.125000	4.000000	4.000000		
orthogroup_565	15	20	8	0	0.000000				
orthogroup_565	16	20	8	0	0.000000				
orthogroup_565	17	20	8	0	0.000000				
orthogroup_565	18	20	8	0	0.000000				
orthogroup_565	19	20	8	0	0.000000				
orthogroup_565	20	20	8	3	0.375000	18.000000	13.333333	8.082904	65.333333
orthogroup_582	1	12	8	2	0.250000	3.500000	3.500000	19.091883	364.500000
orthogroup_582	2	12	8	0	0.000000				
orthogroup_582	3	12	8	0	0.000000				
orthogroup_582	4	12	8	1	0.125000	12.000000	12.000000		
orthogroup_582	5	12	8	2	0.250000	1.000000	1.000000	0.000000	0.000000
orthogroup_582	6	12	8	0	0.000000				
orthogroup_582	7	12	8	2	0.250000	2.000000	2.000000	0.000000	0.000000
orthogroup_582	8	12	8	1	0.125000	5.000000	5.000000		
orthogroup_582	9	12	8	0	0.000000				
orthogroup_582	10	12	8	0	0.000000				
orthogroup_582	11	12	8	1	0.125000	16.000000	16.000000		
orthogroup_582	12	12	8	3	0.375000	208.000000	207.333333	1.154701	1.333333
orthogroup_588	1	6	8	1	0.125000	-12.000000	-12.000000		
orthogroup_588	2	6	8	0	0.000000				
orthogroup_588	3	6	8	0	0.000000				
orthogroup_588	4	6	8	2	0.250000	6.500000	6.500000	0.707107	0.500000
orthogroup_588	5	6	8	1	0.125000	26.000000	26.000000		
orthogroup_588	6	6	8	2	0.250000	5.000000	5.000000	4.242641	18.000000
orthogroup_596	1	4	9	0	0.000000				
orthogroup_596	2	4	9	0	0.000000				
orthogroup_596	3	4	9	1	0.111111	28.000000	28.000000		
orthogroup_596	4	4	9	0	0.000000				
orthogroup_598	1	9	9	3	0.333333	5.000000	1.333333	11.930353	142.333333
orthogroup_598	2	9	9	0	0.000000				
orthogroup_598	3	9	9	1	0.111111	15.000000	15.000000		
orthogroup_598	4	9	9	1	0.111111	24.000000	24.000000		
orthogroup_598	5	9	9	1	0.111111	17.000000	17.000000		
orthogroup_598	6	9	9	0	0.000000				
orthogroup_598	7	9	9	0	0.000000				
orthogroup_598	8	9	9	0	0.000000				
orthogroup_598	9	9	9	1	0.111111	2.000000	2.000000		
orthogroup_6	1	3	9	1	0.111111	-12.000000	-12.000000		
orthogroup_6	2	3	9	0	0.000000				
orthogroup_6	3	3	9	1	0.111111	4.000000	4.000000		
orthogroup_609	1	7	9	1	0.111111	3.000000	3.000000		
orthogroup_609	2	7	9	2	0.222222	-8.000000	-8.000000	0.000000	0.000000
orthogroup_609	3	7	9	0	0.000000				
orthogroup_609	4	7	9	0	0.000000				
orthogroup_609	5	7	9	0	0.000000				
orthogroup_609	6	7	9	0	0.000000				
orthogroup_609	7	7	9	1	0.111111	33.000000	33.000000		
orthogroup_610	1	5	9	2	0.222222	14.750000	14.750000	4.596194	21.125000
orthogroup_610	2	5	9	0	0.000000				
orthogroup_610	3	5	9	0	0.000000				
orthogroup_610	4	5	9	3	0.333333	-17.000000	-20.166667	6.825198	46.583333
orthogroup_610	5	5	9	0	0.000000				
orthogroup_618	1	4	9	0	0.000000				
orthogroup_618	2	4	9	2	0.222222	-6.750000	-6.750000	33.587572	1128.125000
orthogroup_618	3	4	9	0	0.000000				
orthogroup_618	4	4	9	0	0.000000				
orthogroup_626	1	9	9	4	0.444444	1.000000	-0.500000	3.000000	9.000000
orthogroup_626	2	9	9	0	0.000000				
orthogroup_626	3	9	9	0	0.000000				
orthogroup_626	4	9	9	0	0.000000				
orthogroup_626	5	9	9	1	0.111111	5.000000	5.000000		
orthogroup_626	6	9	9	0	0.000000				
orthogroup_626	7	9	9	0	0.000000				
orthogroup_626	8	9	9	1	0.111111	10.000000	10.000000		
orthogroup_626	9	9	9	3	0.333333	4.000000	7.333333	6.658328	44.333333
orthogroup_627	1	4	9	0	0.000000				
orthogroup_627	2	4	9	1	0.111111	7.000000	7.000000		
orthogroup_627	3	4	9	0	0.000000				
orthogroup_627	4	4	9	0	0.000000				
orthogroup_65	1	4	9	4	0.444444	0.000000	-2.250000	4.500000	20.250000
orthogroup_65	2	4	9	1	0.111111	18.000000	18.000000		
orthogroup_65	3	4	9	0	0.000000				
orthogroup_65	4	4	9	1	0.111111	363.000000	363.000000		
orthogroup_663	1	11	9	0	0.000000				
orthogroup_663	2	11	9	0	0.000000				
orthogroup_663	3	11	9	0	0.000000				
orthogroup_663	4	11	9	1	0.111111	5.000000	5.000000		
orthogroup_663	5	11	9	0	0.000000				
orthogroup_663	6	11	9	0	0.000000				
orthogroup_663	7	11	9	0	0.000000				
orthogroup_663	8	11	9	0	0.000000				
orthogroup_663	9	11	9	0	0.000000				
orthogroup_663	10	11	9	0	0.000000				
orthogroup_663	11	11	9	0	0.000000				
orthogroup_682	1	4	8	1	0.125000	4.000000	4.000000		
orthogroup_682	2	4	8	0	0.000000				
orthogroup_682	3	4	8	0	0.000000				
orthogroup_682	4	4	8	1	0.125000	17.000000	17.000000		
orthogroup_684	1	12	9	1	0.111111	-15.500000	-15.500000		
orthogroup_684	2	12	9	0	0.000000				
orthogroup_684	3	12	9	0	0.000000				
orthogroup_684	4	12	9	0	0.000000				
orthogroup_684	5	12	9	0	0.000000				
orthogroup_684	6	12	9	0	0.000000				
orthogroup_684	7	12	9	0	0.000000				
orthogroup_684	8	12	9	0	0.000000				
orthogroup_684	9	12	9	0	0.000000				
orthogroup_684	10	12	9	0	0.000000				
orthogroup_684	11	12	9	0	0.000000				
orthogroup_684	12	12	9	1	0.111111	14.000000	14.000000		
orthogroup_687	1	8	9	2	0.222222	22.500000	22.500000	0.707107	0.500000
orthogroup_687	2	8	9	0	0.000000				
orthogroup_687	3	8	9	0	0.000000				
orthogroup_687	4	8	9	0	0.000000				
orthogroup_687	5	8	9	0	0.000000				
orthogroup_687	6	8	9	0	0.000000				
orthogroup_687	7	8	9	0	0.000000				
orthogroup_687	8	8	9	2	0.222222	4.000000	4.000000	12.727922	162.000000
orthogroup_689	1	12	8	2	0.250000	62.000000	62.000000	62.225397	3872.000000
orthogroup_689	2	12	8	0	0.000000				
orthogroup_689	3	12	8	0	0.000000				
orthogroup_689	4	12	8	0	0.000000				
orthogroup_689	5	12	8	0	0.000000				
orthogroup_689	6	12	8	2	0.250000	24.500000	24.500000	0.707107	0.500000
orthogroup_689	7	12	8	0	0.000000				
orthogroup_689	8	12	8	0	0.000000				
orthogroup_689	9	12	8	0	0.000000				
orthogroup_689	10	12	8	0	0.000000				
orthogroup_689	11	12	8	0	0.000000				
orthogroup_689	12	12	8	1	0.125000	32.000000	32.000000		
orthogroup_7	1	12	9	1	0.111111	107.000000	107.000000		
orthogroup_7	2	12	9	0	0.000000				
orthogroup_7	3	12	9	3	0.333333	11.000000	13.000000	3.464102	12.000000
orthogroup_7	4	12	9	0	0.000000				
orthogroup_7	5	12	9	0	0.000000				
orthogroup_7	6	12	9	0	0.000000				
orthogroup_7	7	12	9	1	0.111111	115.000000	115.000000		
orthogroup_7	8	12	9	0	0.000000				
orthogroup_7	9	12	9	0	0.000000				
orthogroup_7	10	12	9	1	0.111111	14.000000	14.000000		
orthogroup_7	11	12	9	0	0.000000				
orthogroup_7	12	12	9	1	0.111111	31.000000	31.000000		
orthogroup_703	1	13	9	1	0.111111	13.000000	13.000000		
orthogroup_703	2	13	9	0	0.000000				
orthogroup_703	3	13	9	0	0.000000				
orthogroup_703	4	13	9	0	0.000000				
orthogroup_703	5	13	9	0	0.000000				
orthogroup_703	6	13	9	0	0.000000				
orthogroup_703	7	13	9	0	0.000000				
orthogroup_703	8	13	9	0	0.000000				
orthogroup_703	9	13	9	0	0.000000				
orthogroup_703	10	13	9	0	0.000000				
orthogroup_703	11	13	9	0	0.000000				
orthogroup_703	12	13	9	0	0.000000				
orthogroup_703	13	13	9	1	0.111111	117.000000	117.000000		
orthogroup_719	1	12	9	0	0.000000				
orthogroup_719	2	12	9	0	0.000000				
orthogroup_719	3	12	9	0	0.000000				
orthogroup_719	4	12	9	0	0.000000				
orthogroup_719	5	12	9	0	0.000000				
orthogroup_719	6	12	9	0	0.000000				
orthogroup_719	7	12	9	0	0.000000				
orthogroup_719	8	12	9	0	0.000000				
orthogroup_719	9	12	9	0	0.000000				
orthogroup_719	10	12	9	1	0.111111	0.000000	0.000000		
orthogroup_719	11	12	9	0	0.000000				
orthogroup_719	12	12	9	0	0.000000				
orthogroup_72	1	9	8	2	0.250000	-2.750000	-2.750000	1.060660	1.125000
orthogroup_72	2	9	8	0	0.000000				
orthogroup_72	3	9	8	0	0.000000				
orthogroup_72	4	9	8	0	0.000000				
orthogroup_72	5	9	8	0	0.000000				
orthogroup_72	6	9	8	0	0.000000				
orthogroup_72	7	9	8	0	0.000000				
orthogroup_72	8	9	8	0	0.000000				
orthogroup_72	9	9	8	0	0.000000				
orthogroup_741	1	3	9	2	0.222222	2.500000	2.500000	0.000000	0.000000
orthogroup_741	2	3	9	0	0.000000				
orthogroup_741	3	3	9	1	0.111111	324.000000	324.000000		
orthogroup_755	1	8	9	2	0.222222	2.500000	2.500000	9.192388	84.500000
orthogroup_755	2	8	9	2	0.222222	11.000000	11.000000	1.414214	2.000000
orthogroup_755	3	8	9	1	0.111111	12.500000	12.500000		
orthogroup_755	4	8	9	1	0.111111	28.000000	28.000000		
orthogroup_755	5	8	9	0	0.000000				
orthogroup_755	6	8	9	0	0.000000				
orthogroup_755	7	8	9	0	0.000000				
orthogroup_755	8	8	9	1	0.111111	-8.000000	-8.000000		
orthogroup_758	1	12	8	4	0.500000	-8.000000	-7.750000	0.500000	0.250000
orthogroup_758	2	12	8	1	0.125000	1.500000	1.500000		
orthogroup_758	3	12	8	0	0.000000				
orthogroup_758	4	12	8	0	0.000000				
orthogroup_758	5	12	8	0	0.000000				
orthogroup_758	6	12	8	0	0.000000				
orthogroup_758	7	12	8	0	0.000000				
orthogroup_758	8	12	8	0	0.000000				
orthogroup_758	9	12	8	0	0.000000				
orthogroup_758	10	12	8	0	0.000000				
orthogroup_758	11	12	8	0	0.000000				
orthogroup_758	12	12	8	0	0.000000				
orthogroup_759	1	10	9	5	0.555556	0.000000	-1.300000	4.764452	22.700000
orthogroup_759	2	10	9	1	0.111111	-1.000000	-1.000000		
orthogroup_759	3	10	9	2	0.222222	-1.000000	-1.000000	1.414214	2.000000
orthogroup_759	4	10	9	1	0.111111	18.000000	18.000000		
orthogroup_759	5	10	9	3	0.333333	8.000000	13.666667	9.814955	96.333333
orthogroup_759	6	10	9	1	0.111111	11.500000	11.500000		
orthogroup_759	7	10	9	0	0.000000				
orthogroup_759	8	10	9	0	0.000000				
orthogroup_759	9	10	9	0	0.000000				
