orthogroup	species_count	member_count	species_set
orthogroup_839	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_840	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_841	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_842	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_843	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_844	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_845	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_846	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_847	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_848	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_849	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_850	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_851	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_852	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_853	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_854	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_855	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_856	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_857	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_858	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_859	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_860	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_861	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_862	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_863	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_864	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_865	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_866	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_867	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_868	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_869	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_870	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_871	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_872	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_873	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_874	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_875	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_876	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_877	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_878	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_879	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_880	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_881	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_882	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_883	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_884	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_885	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_886	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_887	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_888	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_889	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_890	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_891	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_892	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_893	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_894	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_895	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_896	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_897	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_898	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_899	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_900	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_901	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_902	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_903	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_904	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_905	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_906	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_907	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_908	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_909	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_910	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_911	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_912	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_913	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_914	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_915	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_916	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_917	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_918	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000762985.1
orthogroup_919	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_920	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_921	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_922	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_923	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_924	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_925	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_926	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_927	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_928	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_929	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_930	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_931	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_932	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_933	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_934	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_935	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_936	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_937	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_938	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_939	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_940	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_941	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_942	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_943	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_944	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_945	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_946	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_947	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_948	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_949	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_950	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_951	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_952	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_953	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_954	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_955	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_956	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_957	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_958	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_959	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_960	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_961	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_962	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_963	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_964	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_965	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_966	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_967	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_968	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_969	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_970	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_971	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_972	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_973	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_974	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
