orthogroup	genome	protein_id	start_codon	end_codon	length_codons	mean_relative_weight
orthogroup_371	GCF_000270125.2	WP_014332968.1	62	65	4	0.268236
orthogroup_378	GCF_000006925.2	NP_709989.1	462	464	3	0.313289
orthogroup_385	GCF_000069965.1	WP_004245174.1	371	373	3	0.241587
orthogroup_387	GCF_000005845.2	NP_416760.1	273	276	4	0.241082
orthogroup_387	GCF_000006925.2	NP_708143.2	273	276	4	0.252712
orthogroup_387	GCF_000006945.1	NP_461243.1	293	295	3	0.224040
orthogroup_387	GCF_000006945.1	NP_461243.1	406	408	3	0.207419
orthogroup_390	GCF_000069965.1	WP_004248418.1	46	48	3	0.233376
orthogroup_390	GCF_000069965.1	WP_004248418.1	89	92	4	0.271847
orthogroup_415	GCF_000009065.1	WP_002209088.1	195	197	3	0.258922
orthogroup_415	GCF_000270125.2	WP_041930947.1	242	244	3	0.154937
orthogroup_418	GCF_000005845.2	NP_418783.2	146	148	3	0.272926
orthogroup_418	GCF_000006925.2	NP_710102.5	151	153	3	0.231341
orthogroup_419	GCF_000009065.1	WP_002211485.1	46	48	3	0.318967
orthogroup_420	GCF_000018045.1	WP_012132983.1	38	40	3	0.192061
orthogroup_420	GCF_000240185.1	YP_005226150.1	81	83	3	0.121543
orthogroup_420	GCF_000270125.2	WP_014606182.1	189	191	3	0.209426
orthogroup_425	GCF_000018045.1	WP_024130291.1	278	280	3	0.184181
orthogroup_425	GCF_000018045.1	WP_024130291.1	367	369	3	0.232543
orthogroup_429	GCF_000005845.2	NP_418129.2	9	11	3	0.256876
orthogroup_429	GCF_000005845.2	NP_418129.2	373	375	3	0.257766
orthogroup_429	GCF_000006925.2	NP_709522.1	329	331	3	0.263948
orthogroup_429	GCF_000006945.1	NP_462699.1	9	11	3	0.229493
orthogroup_429	GCF_000018045.1	WP_012000777.1	9	11	3	0.180222
orthogroup_429	GCF_000025565.1	WP_044159577.1	9	11	3	0.118822
orthogroup_429	GCF_000069965.1	WP_004246423.1	203	205	3	0.249173
orthogroup_429	GCF_000240185.1	YP_005229550.1	9	11	3	0.097418
orthogroup_429	GCF_000270125.2	WP_013027698.1	303	305	3	0.167683
orthogroup_429	GCF_000270125.2	WP_013027698.1	341	343	3	0.245407
orthogroup_454	GCF_000025565.1	WP_071830016.1	558	560	3	0.217751
orthogroup_454	GCF_000069965.1	WP_012367466.1	13	15	3	0.266678
orthogroup_454	GCF_000069965.1	WP_012367466.1	97	99	3	0.226874
orthogroup_454	GCF_000240185.1	YP_005225399.1	45	47	3	0.147684
orthogroup_46	GCF_000240185.1	YP_005224479.1	65	67	3	0.205119
orthogroup_46	GCF_000270125.2	WP_013024100.1	215	218	4	0.213803
orthogroup_471	GCF_000009065.1	WP_002211495.1	16	18	3	0.310158
orthogroup_471	GCF_000018045.1	WP_012135586.1	69	71	3	0.165735
orthogroup_471	GCF_000069965.1	WP_004245400.1	21	23	3	0.264491
orthogroup_471	GCF_000069965.1	WP_004245400.1	83	86	4	0.262975
orthogroup_480	GCF_000009065.1	WP_002223173.1	10	12	3	0.378846
orthogroup_484	GCF_000025565.1	WP_013098197.1	154	156	3	0.190614
orthogroup_489	GCF_000240185.1	YP_005226850.1	21	23	3	0.153851
orthogroup_489	GCF_000240185.1	YP_005226850.1	71	74	4	0.142709
orthogroup_489	GCF_000270125.2	WP_014595200.1	9	12	4	0.226364
orthogroup_49	GCF_000069965.1	WP_004248313.1	65	67	3	0.231025
orthogroup_515	GCF_000006945.1	NP_463101.1	58	60	3	0.219626
orthogroup_515	GCF_000009065.1	WP_002209089.1	6	8	3	0.319433
orthogroup_526	GCF_000009065.1	WP_002208669.1	42	45	4	0.403191
orthogroup_531	GCF_000006925.2	NP_706990.2	130	132	3	0.160146
orthogroup_531	GCF_000009065.1	WP_002211214.1	52	54	3	0.290009
orthogroup_531	GCF_000069965.1	WP_004242702.1	50	52	3	0.241366
orthogroup_534	GCF_000069965.1	WP_004247440.1	9	11	3	0.278608
orthogroup_540	GCF_000005845.2	NP_415424.1	9	12	4	0.242446
orthogroup_540	GCF_000006925.2	NP_706822.2	9	12	4	0.246568
orthogroup_540	GCF_000006945.1	NP_459949.1	9	11	3	0.221318
orthogroup_540	GCF_000009065.1	WP_002211331.1	188	190	3	0.367545
orthogroup_540	GCF_000018045.1	WP_024130478.1	9	11	3	0.130104
orthogroup_540	GCF_000025565.1	WP_013097310.1	9	11	3	0.169639
orthogroup_540	GCF_000240185.1	YP_005226112.1	9	12	4	0.149617
orthogroup_540	GCF_000270125.2	WP_013025235.1	71	73	3	0.233332
orthogroup_540	GCF_000270125.2	WP_013025235.1	77	81	5	0.188393
orthogroup_547	GCF_000005845.2	NP_415761.1	271	273	3	0.256876
orthogroup_547	GCF_000240185.1	YP_005227489.1	256	258	3	0.172617
orthogroup_548	GCF_000005845.2	NP_415794.1	14	16	3	0.178371
orthogroup_548	GCF_000006925.2	NP_707187.1	14	16	3	0.176448
orthogroup_548	GCF_000006925.2	NP_707187.1	124	126	3	0.248582
orthogroup_548	GCF_000009065.1	WP_002210617.1	228	230	3	0.249373
orthogroup_548	GCF_000018045.1	WP_012132240.1	103	105	3	0.217958
orthogroup_548	GCF_000018045.1	WP_012132240.1	176	178	3	0.137454
orthogroup_548	GCF_000018045.1	WP_012132240.1	237	240	4	0.215075
orthogroup_548	GCF_000025565.1	WP_028027956.1	14	16	3	0.123657
orthogroup_548	GCF_000069965.1	WP_012367957.1	202	204	3	0.267116
orthogroup_548	GCF_000069965.1	WP_012367957.1	233	236	4	0.248942
orthogroup_548	GCF_000240185.1	YP_005226481.1	6	10	5	0.162042
orthogroup_548	GCF_000240185.1	YP_005226481.1	172	174	3	0.185749
orthogroup_548	GCF_000270125.2	WP_013025928.1	252	254	3	0.227485
orthogroup_551	GCF_000025565.1	WP_013096842.1	86	88	3	0.203429
orthogroup_551	GCF_000069965.1	WP_004247986.1	25	27	3	0.266678
orthogroup_551	GCF_000240185.1	YP_005226775.1	44	46	3	0.174071
orthogroup_554	GCF_000005845.2	NP_416347.1	276	279	4	0.267912
orthogroup_554	GCF_000005845.2	NP_416347.1	292	294	3	0.255041
orthogroup_554	GCF_000006925.2	NP_707286.1	276	278	3	0.242041
orthogroup_554	GCF_000006925.2	NP_707286.1	282	284	3	0.208889
orthogroup_554	GCF_000009065.1	WP_002367629.1	329	331	3	0.349513
orthogroup_554	GCF_000018045.1	WP_024130263.1	87	89	3	0.146204
orthogroup_554	GCF_000018045.1	WP_024130263.1	383	385	3	0.189108
orthogroup_554	GCF_000018045.1	WP_024130263.1	400	402	3	0.178426
orthogroup_554	GCF_000025565.1	WP_038984489.1	198	200	3	0.198700
orthogroup_554	GCF_000025565.1	WP_038984489.1	254	256	3	0.172610
orthogroup_554	GCF_000025565.1	WP_038984489.1	400	402	3	0.145446
orthogroup_554	GCF_000069965.1	WP_012367828.1	25	28	4	0.203150
orthogroup_554	GCF_000069965.1	WP_012367828.1	61	63	3	0.259945
orthogroup_554	GCF_000069965.1	WP_012367828.1	256	258	3	0.203252
orthogroup_554	GCF_000069965.1	WP_012367828.1	348	350	3	0.188485
orthogroup_554	GCF_000240185.1	YP_005227665.1	77	79	3	0.120063
orthogroup_565	GCF_000005845.2	NP_414695.1	654	656	3	0.199946
orthogroup_565	GCF_000006925.2	NP_706101.1	450	452	3	0.242264
orthogroup_565	GCF_000006945.1	NP_459199.1	28	30	3	0.135729
orthogroup_565	GCF_000006945.1	NP_459199.1	231	234	4	0.238487
orthogroup_565	GCF_000018045.1	WP_012134005.1	206	208	3	0.135788
orthogroup_565	GCF_000018045.1	WP_012134005.1	640	642	3	0.189118
orthogroup_565	GCF_000240185.1	YP_005225202.1	57	59	3	0.133712
orthogroup_565	GCF_000240185.1	YP_005225202.1	202	204	3	0.174097
orthogroup_565	GCF_000240185.1	YP_005225202.1	654	656	3	0.084185
orthogroup_582	GCF_000005845.2	NP_417817.2	115	117	3	0.253054
orthogroup_582	GCF_000005845.2	NP_417817.2	372	374	3	0.209998
orthogroup_582	GCF_000006925.2	NP_709133.2	111	113	3	0.254185
orthogroup_582	GCF_000006925.2	NP_709133.2	368	370	3	0.231284
orthogroup_582	GCF_000006925.2	NP_709133.2	690	692	3	0.284295
orthogroup_582	GCF_000006945.1	NP_462370.1	29	31	3	0.225622
orthogroup_582	GCF_000009065.1	WP_002212296.1	395	397	3	0.319867
orthogroup_582	GCF_000018045.1	WP_012135464.1	689	691	3	0.213009
orthogroup_582	GCF_000025565.1	WP_013099057.1	473	475	3	0.176369
orthogroup_582	GCF_000025565.1	WP_013099057.1	688	690	3	0.214890
orthogroup_582	GCF_000240185.1	YP_005229195.1	96	98	3	0.178623
orthogroup_582	GCF_000270125.2	WP_041930928.1	3	5	3	0.127754
orthogroup_588	GCF_000006945.1	NP_460707.1	192	194	3	0.235489
orthogroup_588	GCF_000006945.1	NP_460707.1	204	206	3	0.225163
orthogroup_588	GCF_000009065.1	WP_002210656.1	186	188	3	0.307420
orthogroup_588	GCF_000018045.1	WP_024130298.1	125	127	3	0.177724
orthogroup_588	GCF_000018045.1	WP_024130298.1	176	178	3	0.193387
orthogroup_588	GCF_000240185.1	YP_005227493.1	2	4	3	0.185261
orthogroup_588	GCF_000240185.1	YP_005227493.1	125	127	3	0.091639
orthogroup_588	GCF_000240185.1	YP_005227493.1	135	137	3	0.193105
orthogroup_596	GCF_000009065.1	WP_002210847.1	181	183	3	0.335015
orthogroup_598	GCF_000018045.1	WP_012131604.1	27	29	3	0.223917
orthogroup_598	GCF_000069965.1	WP_012367756.1	25	27	3	0.232008
orthogroup_598	GCF_000069965.1	WP_012367756.1	184	186	3	0.231025
orthogroup_598	GCF_000069965.1	WP_012367756.1	335	337	3	0.225744
orthogroup_598	GCF_000240185.1	YP_005227961.1	2	6	5	0.154765
orthogroup_598	GCF_000270125.2	WP_014594116.1	93	95	3	0.252555
orthogroup_598	GCF_000270125.2	WP_014594116.1	126	128	3	0.143545
orthogroup_6	GCF_000009065.1	WP_002208652.1	5	7	3	0.479480
orthogroup_6	GCF_000069965.1	WP_004245105.1	82	84	3	0.262601
orthogroup_609	GCF_000009065.1	WP_002217581.1	196	198	3	0.269006
orthogroup_609	GCF_000025565.1	WP_013098765.1	46	48	3	0.140756
orthogroup_609	GCF_000240185.1	YP_005228892.1	9	11	3	0.220679
orthogroup_609	GCF_000240185.1	YP_005228892.1	46	48	3	0.119024
orthogroup_610	GCF_000006945.1	NP_462140.1	126	128	3	0.167802
orthogroup_610	GCF_000018045.1	WP_012135234.1	138	141	4	0.207188
orthogroup_610	GCF_000025565.1	WP_013098863.1	137	139	3	0.142061
orthogroup_610	GCF_000069965.1	WP_012368851.1	7	9	3	0.250201
orthogroup_610	GCF_000069965.1	WP_012368851.1	35	38	4	0.251864
orthogroup_610	GCF_000240185.1	YP_005228956.1	42	44	3	0.117269
orthogroup_618	GCF_000069965.1	WP_012368819.1	209	211	3	0.232008
orthogroup_618	GCF_000270125.2	WP_014594806.1	163	166	4	0.182721
orthogroup_626	GCF_000005845.2	NP_418365.1	16	18	3	0.238184
orthogroup_626	GCF_000005845.2	NP_418365.1	21	23	3	0.217447
orthogroup_626	GCF_000006925.2	NP_709734.2	16	18	3	0.243613
orthogroup_626	GCF_000006925.2	NP_709734.2	21	23	3	0.218378
orthogroup_626	GCF_000006945.1	NP_462971.1	17	19	3	0.228246
orthogroup_626	GCF_000006945.1	NP_462971.1	22	24	3	0.241901
orthogroup_626	GCF_000006945.1	NP_462971.1	262	264	3	0.235905
orthogroup_626	GCF_000006945.1	NP_462971.1	302	304	3	0.208280
orthogroup_626	GCF_000025565.1	WP_013099314.1	289	291	3	0.173354
orthogroup_626	GCF_000240185.1	YP_005224377.1	155	157	3	0.215108
orthogroup_626	GCF_000240185.1	YP_005224377.1	288	290	3	0.127189
orthogroup_626	GCF_000762985.1	WP_043405073.1	10	12	3	0.207496
orthogroup_627	GCF_000270125.2	WP_014604773.1	44	46	3	0.208176
orthogroup_65	GCF_000005845.2	NP_415410.1	12	14	3	0.281309
orthogroup_65	GCF_000006945.1	NP_459936.1	21	23	3	0.201667
orthogroup_65	GCF_000006945.1	NP_459936.1	26	29	4	0.215477
orthogroup_65	GCF_000025565.1	WP_013097320.1	21	23	3	0.219124
orthogroup_65	GCF_000025565.1	WP_013097320.1	524	526	3	0.226761
orthogroup_65	GCF_000240185.1	YP_005226101.1	21	23	3	0.142127
orthogroup_65	GCF_000270125.2	WP_041930731.1	91	93	3	0.194711
orthogroup_663	GCF_000270125.2	WP_024471162.1	146	148	3	0.165578
orthogroup_682	GCF_000025565.1	WP_013099171.1	123	125	3	0.244655
orthogroup_682	GCF_000240185.1	YP_005229296.1	6	8	3	0.170072
orthogroup_684	GCF_000069965.1	WP_004247812.1	464	466	3	0.243468
orthogroup_684	GCF_000270125.2	WP_014594114.1	7	10	4	0.264846
orthogroup_687	GCF_000006945.1	NP_461324.1	252	254	3	0.179764
orthogroup_687	GCF_000025565.1	WP_013098149.1	36	38	3	0.169607
orthogroup_687	GCF_000240185.1	YP_005228086.1	37	39	3	0.116689
orthogroup_687	GCF_000270125.2	WP_014594199.1	230	232	3	0.197980
orthogroup_689	GCF_000005845.2	NP_416965.1	495	497	3	0.191256
orthogroup_689	GCF_000006925.2	NP_708308.1	116	118	3	0.248582
orthogroup_689	GCF_000006925.2	NP_708308.1	496	498	3	0.205441
orthogroup_689	GCF_000009065.1	WP_002208539.1	28	30	3	0.399636
orthogroup_689	GCF_000009065.1	WP_002208539.1	1033	1035	3	0.225519
orthogroup_7	GCF_000006945.1	NP_459470.1	117	119	3	0.250421
orthogroup_7	GCF_000006945.1	NP_459470.1	376	378	3	0.235385
orthogroup_7	GCF_000009065.1	WP_002208616.1	1034	1036	3	0.345830
orthogroup_7	GCF_000025565.1	WP_013095890.1	376	378	3	0.181376
orthogroup_7	GCF_000069965.1	WP_004245072.1	382	384	3	0.265649
orthogroup_7	GCF_000240185.1	YP_005225488.1	941	943	3	0.133495
orthogroup_7	GCF_000270125.2	WP_014593090.1	654	656	3	0.248981
orthogroup_703	GCF_000069965.1	WP_004244273.1	488	490	3	0.226214
orthogroup_703	GCF_000270125.2	WP_014606421.1	20	22	3	0.193461
orthogroup_719	GCF_000025565.1	WP_038983856.1	305	307	3	0.143636
orthogroup_72	GCF_000009065.1	WP_002211068.1	3	6	4	0.366043
orthogroup_72	GCF_000270125.2	WP_026020938.1	5	7	3	0.239757
orthogroup_741	GCF_000009065.1	WP_002210164.1	423	425	3	0.270216
orthogroup_741	GCF_000025565.1	WP_013095324.1	6	9	4	0.171718
orthogroup_741	GCF_000240185.1	YP_005224756.1	6	9	4	0.158613
orthogroup_755	GCF_000005845.2	NP_415190.1	479	481	3	0.255398
orthogroup_755	GCF_000006945.1	NP_459658.1	64	67	4	0.227704
orthogroup_755	GCF_000025565.1	WP_013097577.1	19	21	3	0.179925
orthogroup_755	GCF_000069965.1	WP_012367590.1	44	48	5	0.248898
orthogroup_755	GCF_000069965.1	WP_012367590.1	114	116	3	0.253102
orthogroup_755	GCF_000240185.1	YP_005225822.1	5	7	3	0.153004
orthogroup_755	GCF_000270125.2	WP_026021048.1	43	45	3	0.246877
orthogroup_758	GCF_000005845.2	NP_415363.1	10	12	3	0.172701
orthogroup_758	GCF_000006925.2	NP_706721.1	10	12	3	0.206414
orthogroup_758	GCF_000018045.1	WP_012133116.1	10	12	3	0.208740
orthogroup_758	GCF_000240185.1	YP_005226009.1	11	13	3	0.139611
orthogroup_758	GCF_000240185.1	YP_005226009.1	54	57	4	0.188393
orthogroup_759	GCF_000005845.2	NP_415395.2	142	144	3	0.178371
orthogroup_759	GCF_000006925.2	NP_706755.1	7	10	4	0.202799
orthogroup_759	GCF_000006925.2	NP_706755.1	158	160	3	0.176448
orthogroup_759	GCF_000006945.1	NP_459915.1	4	6	3	0.238556
orthogroup_759	GCF_000006945.1	NP_459915.1	291	293	3	0.241901
orthogroup_759	GCF_000018045.1	WP_012133055.1	4	6	3	0.175530
orthogroup_759	GCF_000018045.1	WP_012133055.1	58	60	3	0.205679
orthogroup_759	GCF_000025565.1	WP_013097331.1	4	6	3	0.212669
orthogroup_759	GCF_000025565.1	WP_013097331.1	26	28	3	0.186380
orthogroup_759	GCF_000025565.1	WP_013097331.1	121	123	3	0.200900
orthogroup_759	GCF_000025565.1	WP_013097331.1	266	268	3	0.202530
orthogroup_759	GCF_000240185.1	YP_005226085.1	60	62	3	0.133495
orthogroup_759	GCF_000240185.1	YP_005226085.1	159	161	3	0.127400
orthogroup_759	GCF_000240185.1	YP_005226085.1	177	180	4	0.181364
orthogroup_759	GCF_000240185.1	YP_005226085.1	286	288	3	0.142857
orthogroup_759	GCF_000270125.2	WP_024470921.1	4	6	3	0.190889
orthogroup_76	GCF_000005845.2	NP_416684.1	319	321	3	0.217252
orthogroup_76	GCF_000006925.2	NP_708078.1	319	321	3	0.220988
orthogroup_76	GCF_000006945.1	NP_461162.1	296	298	3	0.229838
orthogroup_767	GCF_000005845.2	NP_416119.1	3	5	3	0.261329
orthogroup_767	GCF_000005845.2	NP_416119.1	351	353	3	0.271589
orthogroup_767	GCF_000006925.2	NP_707499.1	3	5	3	0.292782
orthogroup_767	GCF_000006925.2	NP_707499.1	351	353	3	0.287973
orthogroup_767	GCF_000006945.1	NP_460440.1	3	5	3	0.247274
orthogroup_767	GCF_000018045.1	WP_012132483.1	3	5	3	0.190010
orthogroup_767	GCF_000025565.1	WP_013096868.1	3	5	3	0.178443
orthogroup_767	GCF_000240185.1	YP_005226734.1	4	6	3	0.152655
orthogroup_767	GCF_000270125.2	WP_013025871.1	31	33	3	0.217372
orthogroup_768	GCF_000240185.1	YP_005227251.1	2	4	3	0.196218
orthogroup_772	GCF_000005845.2	NP_417925.1	35	37	3	0.207669
orthogroup_772	GCF_000006925.2	NP_709238.1	35	37	3	0.211532
orthogroup_772	GCF_000018045.1	WP_012135582.1	37	41	5	0.169646
orthogroup_772	GCF_000069965.1	WP_004248875.1	35	37	3	0.226214
orthogroup_772	GCF_000069965.1	WP_004248875.1	89	91	3	0.212832
orthogroup_772	GCF_000069965.1	WP_004248875.1	150	153	4	0.265035
orthogroup_772	GCF_000270125.2	WP_014594809.1	167	170	4	0.150545
orthogroup_784	GCF_000009065.1	WP_002211550.1	216	218	3	0.401003
orthogroup_784	GCF_000025565.1	WP_013099227.1	23	25	3	0.232883
orthogroup_784	GCF_000270125.2	WP_013024109.1	108	110	3	0.206942
orthogroup_790	GCF_000006945.1	NP_459456.1	377	379	3	0.219270
orthogroup_790	GCF_000018045.1	WP_024130591.1	377	379	3	0.182281
orthogroup_790	GCF_000025565.1	WP_013095869.1	398	400	3	0.222266
orthogroup_790	GCF_000240185.1	YP_005225453.1	5	7	3	0.219289
orthogroup_790	GCF_000240185.1	YP_005225453.1	134	136	3	0.152655
orthogroup_799	GCF_000240185.1	YP_005226733.1	5	7	3	0.185193
orthogroup_799	GCF_000240185.1	YP_005226733.1	25	27	3	0.169015
orthogroup_799	GCF_000240185.1	YP_005226733.1	53	55	3	0.198014
orthogroup_80	GCF_000005845.2	NP_416816.1	159	161	3	0.192359
orthogroup_80	GCF_000006925.2	NP_708195.1	159	161	3	0.204075
orthogroup_80	GCF_000006945.1	NP_461305.1	159	161	3	0.194351
orthogroup_80	GCF_000018045.1	WP_012131456.1	159	161	3	0.176238
orthogroup_80	GCF_000025565.1	WP_013098135.1	159	161	3	0.162479
orthogroup_80	GCF_000069965.1	WP_004243731.1	150	152	3	0.234023
orthogroup_80	GCF_000240185.1	YP_005228072.1	93	95	3	0.148175
orthogroup_80	GCF_000240185.1	YP_005228072.1	98	100	3	0.125339
orthogroup_81	GCF_000009065.1	WP_002208511.1	272	274	3	0.351439
orthogroup_81	GCF_000025565.1	WP_013098204.1	28	30	3	0.120272
orthogroup_81	GCF_000240185.1	YP_005228140.1	28	30	3	0.092328
orthogroup_81	GCF_000762985.1	WP_043410574.1	95	97	3	0.232178
orthogroup_812	GCF_000006945.1	NP_462017.1	19	21	3	0.189661
orthogroup_812	GCF_000018045.1	WP_012135068.1	19	21	3	0.135788
orthogroup_812	GCF_000069965.1	WP_004244828.1	134	136	3	0.214713
orthogroup_824	GCF_000069965.1	WP_012367482.1	273	275	3	0.248014
orthogroup_824	GCF_000270125.2	WP_014606436.1	405	407	3	0.246877
orthogroup_824	GCF_000762985.1	WP_043411396.1	374	376	3	0.388954
orthogroup_824	GCF_000762985.1	WP_043411396.1	416	418	3	0.320507
orthogroup_834	GCF_000006925.2	NP_707122.1	52	54	3	0.245505
orthogroup_834	GCF_000009065.1	WP_002211234.1	96	98	3	0.362703
orthogroup_834	GCF_000025565.1	WP_013096235.1	124	126	3	0.139859
orthogroup_834	GCF_000240185.1	YP_005227531.1	19	21	3	0.155200
orthogroup_834	GCF_000240185.1	YP_005227531.1	124	126	3	0.086772
orthogroup_864	GCF_000240185.1	YP_005224495.1	101	103	3	0.195887
orthogroup_870	GCF_000005845.2	NP_418682.1	22	24	3	0.239230
orthogroup_870	GCF_000006925.2	NP_709940.2	22	24	3	0.230161
orthogroup_870	GCF_000006945.1	NP_463339.1	22	24	3	0.232664
orthogroup_870	GCF_000069965.1	WP_004249580.1	103	105	3	0.238741
orthogroup_870	GCF_000270125.2	WP_013024393.1	52	54	3	0.190889
orthogroup_900	GCF_000005845.2	YP_026244.1	119	121	3	0.221213
orthogroup_900	GCF_000006925.2	NP_709561.1	265	268	4	0.262921
orthogroup_900	GCF_000006945.1	NP_462779.1	265	267	3	0.180840
orthogroup_900	GCF_000006945.1	NP_462779.1	593	595	3	0.229493
orthogroup_900	GCF_000009065.1	WP_002212253.1	311	313	3	0.323814
orthogroup_900	GCF_000009065.1	WP_002212253.1	511	513	3	0.429257
orthogroup_900	GCF_000009065.1	WP_002212253.1	579	581	3	0.424133
orthogroup_900	GCF_000025565.1	WP_013099398.1	255	257	3	0.186932
orthogroup_921	GCF_000009065.1	WP_002209344.1	202	204	3	0.379462
orthogroup_921	GCF_000069965.1	WP_004245036.1	191	193	3	0.214154
orthogroup_923	GCF_000018045.1	WP_024130590.1	14	17	4	0.201779
orthogroup_923	GCF_000069965.1	WP_004245076.1	28	30	3	0.250193
orthogroup_923	GCF_000762985.1	WP_043414881.1	400	402	3	0.126998
orthogroup_923	GCF_000762985.1	WP_043414881.1	424	427	4	0.175194
orthogroup_923	GCF_000762985.1	WP_043414881.1	445	448	4	0.253027
orthogroup_934	GCF_000005845.2	NP_416051.1	17	19	3	0.258213
orthogroup_934	GCF_000006945.1	NP_460476.1	3	6	4	0.203123
orthogroup_934	GCF_000006945.1	NP_460476.1	18	20	3	0.241130
orthogroup_934	GCF_000018045.1	WP_012132430.1	10	13	4	0.195052
orthogroup_934	GCF_000018045.1	WP_012132430.1	359	361	3	0.222634
orthogroup_934	GCF_000025565.1	WP_013096630.1	17	19	3	0.117371
orthogroup_938	GCF_000005845.2	NP_416420.1	310	312	3	0.252814
orthogroup_938	GCF_000006925.2	NP_707797.1	310	312	3	0.241495
orthogroup_938	GCF_000006945.1	NP_460893.1	38	40	3	0.235385
orthogroup_938	GCF_000006945.1	NP_460893.1	52	54	3	0.143834
orthogroup_938	GCF_000006945.1	NP_460893.1	292	294	3	0.195554
orthogroup_938	GCF_000240185.1	YP_005227728.1	105	107	3	0.185749
orthogroup_946	GCF_000005845.2	NP_418444.1	315	317	3	0.203551
orthogroup_946	GCF_000006925.2	NP_709804.1	315	317	3	0.225613
orthogroup_946	GCF_000025565.1	WP_013095027.1	65	67	3	0.176737
orthogroup_946	GCF_000025565.1	WP_013095027.1	303	305	3	0.191216
orthogroup_946	GCF_000025565.1	WP_013095027.1	450	452	3	0.195894
orthogroup_946	GCF_000240185.1	YP_005224534.1	110	112	3	0.098898
orthogroup_96	GCF_000005845.2	NP_418231.1	45	49	5	0.232243
orthogroup_96	GCF_000006925.2	NP_709588.1	45	49	5	0.249456
orthogroup_96	GCF_000009065.1	WP_002211988.1	3	5	3	0.321053
orthogroup_96	GCF_000009065.1	WP_002211988.1	52	54	3	0.331876
orthogroup_96	GCF_000018045.1	WP_012131134.1	12	16	5	0.202559
orthogroup_96	GCF_000018045.1	WP_012131134.1	372	374	3	0.184955
orthogroup_96	GCF_000025565.1	WP_013099278.1	363	366	4	0.190497
orthogroup_96	GCF_000240185.1	YP_005224431.1	3	6	4	0.180029
orthogroup_96	GCF_000240185.1	YP_005224431.1	120	122	3	0.175096
orthogroup_96	GCF_000270125.2	WP_014595000.1	158	160	3	0.222661
orthogroup_968	GCF_000005845.2	NP_415400.1	3	5	3	0.254110
orthogroup_968	GCF_000005845.2	NP_415400.1	586	589	4	0.237154
orthogroup_968	GCF_000006925.2	NP_706765.1	3	5	3	0.252391
orthogroup_968	GCF_000006925.2	NP_706765.1	586	588	3	0.242895
orthogroup_968	GCF_000006945.1	NP_459919.1	128	130	3	0.226668
orthogroup_968	GCF_000009065.1	WP_002211351.1	47	49	3	0.442191
orthogroup_968	GCF_000009065.1	WP_002211351.1	587	589	3	0.250740
orthogroup_968	GCF_000025565.1	WP_013097326.1	489	491	3	0.198149
orthogroup_968	GCF_000240185.1	YP_005226090.1	459	461	3	0.141967
orthogroup_968	GCF_000240185.1	YP_005226090.1	586	588	3	0.174071
orthogroup_971	GCF_000005845.2	NP_415734.1	123	125	3	0.256876
orthogroup_971	GCF_000005845.2	NP_415734.1	247	249	3	0.253172
orthogroup_971	GCF_000006925.2	NP_707125.1	123	125	3	0.242041
orthogroup_971	GCF_000006945.1	NP_460727.1	123	125	3	0.229493
orthogroup_971	GCF_000270125.2	WP_013025529.1	14	16	3	0.127563
orthogroup_972	GCF_000005845.2	NP_415770.1	162	164	3	0.269761
orthogroup_980	GCF_000005845.2	NP_416458.1	79	81	3	0.263064
orthogroup_980	GCF_000018045.1	WP_012131898.1	23	25	3	0.209525
orthogroup_980	GCF_000018045.1	WP_012131898.1	89	91	3	0.182760
orthogroup_985	GCF_000018045.1	WP_024130930.1	149	151	3	0.213029
orthogroup_985	GCF_000025565.1	WP_013098632.1	17	19	3	0.222266
orthogroup_985	GCF_000270125.2	WP_013027071.1	7	9	3	0.251553
orthogroup_985	GCF_000762985.1	WP_052428643.1	48	50	3	0.248408
orthogroup_995	GCF_000005845.2	NP_417305.1	18	20	3	0.210554
orthogroup_995	GCF_000005845.2	NP_417305.1	42	44	3	0.230957
orthogroup_995	GCF_000006925.2	NP_708617.1	18	20	3	0.243117
orthogroup_995	GCF_000025565.1	WP_013098551.1	18	20	3	0.248395
orthogroup_995	GCF_000025565.1	WP_013098551.1	288	290	3	0.212942
orthogroup_995	GCF_000270125.2	WP_024471441.1	262	264	3	0.245627
orthogroup_995	GCF_000270125.2	WP_024471441.1	287	289	3	0.255127
